vars = 32099, values = 31621time: 202ms, objective = 74
time: 212ms, objective = 71
time: 217ms, objective = 70
time: 222ms, objective = 69
time: 227ms, objective = 68
time: 231ms, objective = 67
time: 238ms, objective = 66
time: 242ms, objective = 65
time: 247ms, objective = 63
time: 251ms, objective = 62
time: 255ms, objective = 60
time: 260ms, objective = 59
time: 267ms, objective = 58
time: 271ms, objective = 57
time: 275ms, objective = 56
time: 281ms, objective = 55
time: 285ms, objective = 54
time: 288ms, objective = 53
time: 294ms, objective = 52
time: 300ms, objective = 51
time: 304ms, objective = 50
time: 308ms, objective = 49
time: 311ms, objective = 48
time: 315ms, objective = 47
time: 323ms, objective = 46
time: 327ms, objective = 45
time: 342ms, objective = 44
time: 356ms, objective = 43
time: 362ms, objective = 42
Found optimal solution with makespan 42 at time: 380ms
