vars = 30517, values = 30061time: 193ms, objective = 187
time: 209ms, objective = 186
time: 220ms, objective = 185
time: 232ms, objective = 182
time: 243ms, objective = 181
time: 260ms, objective = 180
time: 274ms, objective = 179
time: 284ms, objective = 178
time: 296ms, objective = 177
time: 310ms, objective = 176
time: 322ms, objective = 175
time: 331ms, objective = 159
time: 342ms, objective = 158
time: 354ms, objective = 143
time: 366ms, objective = 142
time: 374ms, objective = 132
time: 391ms, objective = 128
time: 400ms, objective = 127
time: 410ms, objective = 126
time: 421ms, objective = 104
time: 430ms, objective = 103
time: 438ms, objective = 101
time: 448ms, objective = 99
time: 455ms, objective = 96
time: 464ms, objective = 95
time: 471ms, objective = 93
time: 480ms, objective = 92
time: 488ms, objective = 91
time: 495ms, objective = 90
time: 505ms, objective = 84
time: 515ms, objective = 83
time: 522ms, objective = 82
time: 531ms, objective = 76
time: 536ms, objective = 74
time: 544ms, objective = 72
time: 551ms, objective = 69
time: 559ms, objective = 68
time: 566ms, objective = 67
time: 570ms, objective = 66
time: 578ms, objective = 65
time: 584ms, objective = 64
time: 589ms, objective = 63
time: 598ms, objective = 62
time: 602ms, objective = 61
time: 610ms, objective = 60
time: 616ms, objective = 59
time: 627ms, objective = 58
time: 710ms, objective = 57
time: 715ms, objective = 56
time: 723ms, objective = 55
time: 767ms, objective = 54
time: 1s, objective = 53
time: 2s, objective = 52
time: 2s, objective = 51
time: 2s, objective = 50
Found optimal solution with makespan 50 at time: 4s
