vars = 30883, values = 30421time: 201ms, objective = 179
time: 210ms, objective = 174
time: 219ms, objective = 173
time: 228ms, objective = 172
time: 243ms, objective = 170
time: 250ms, objective = 169
time: 258ms, objective = 168
time: 264ms, objective = 165
time: 272ms, objective = 164
time: 278ms, objective = 163
time: 286ms, objective = 161
time: 293ms, objective = 160
time: 301ms, objective = 159
time: 309ms, objective = 157
time: 314ms, objective = 156
time: 321ms, objective = 155
time: 329ms, objective = 154
time: 338ms, objective = 153
time: 344ms, objective = 152
time: 350ms, objective = 151
time: 357ms, objective = 150
time: 362ms, objective = 149
time: 369ms, objective = 148
time: 377ms, objective = 142
time: 384ms, objective = 140
time: 404ms, objective = 136
time: 410ms, objective = 134
time: 415ms, objective = 133
time: 421ms, objective = 132
time: 426ms, objective = 125
time: 433ms, objective = 123
time: 439ms, objective = 122
time: 444ms, objective = 121
time: 449ms, objective = 120
time: 454ms, objective = 118
time: 460ms, objective = 113
time: 466ms, objective = 111
time: 472ms, objective = 110
time: 478ms, objective = 109
time: 483ms, objective = 108
time: 490ms, objective = 107
time: 497ms, objective = 106
time: 505ms, objective = 105
time: 511ms, objective = 103
time: 517ms, objective = 101
time: 523ms, objective = 100
time: 533ms, objective = 99
time: 538ms, objective = 98
time: 545ms, objective = 97
time: 552ms, objective = 96
time: 557ms, objective = 95
time: 563ms, objective = 94
time: 570ms, objective = 92
time: 575ms, objective = 91
time: 581ms, objective = 87
time: 586ms, objective = 86
time: 591ms, objective = 85
time: 598ms, objective = 83
time: 604ms, objective = 82
time: 610ms, objective = 81
time: 616ms, objective = 80
time: 621ms, objective = 77
time: 625ms, objective = 76
time: 631ms, objective = 75
time: 635ms, objective = 74
time: 640ms, objective = 73
time: 645ms, objective = 72
time: 649ms, objective = 71
time: 653ms, objective = 70
time: 657ms, objective = 69
time: 663ms, objective = 67
time: 668ms, objective = 65
time: 673ms, objective = 64
time: 677ms, objective = 63
time: 681ms, objective = 61
time: 685ms, objective = 60
time: 689ms, objective = 59
time: 692ms, objective = 58
time: 697ms, objective = 57
time: 702ms, objective = 52
time: 706ms, objective = 50
time: 710ms, objective = 49
time: 715ms, objective = 47
time: 719ms, objective = 44
time: 722ms, objective = 43
time: 725ms, objective = 42
time: 730ms, objective = 41
time: 734ms, objective = 39
time: 738ms, objective = 38
time: 742ms, objective = 37
time: 746ms, objective = 36
time: 749ms, objective = 35
time: 757ms, objective = 34
time: 784ms, objective = 33
Found optimal solution with makespan 33 at time: 787ms
