time: 237ms, objective = 237
time: 254ms, objective = 236
time: 261ms, objective = 235
time: 268ms, objective = 234
time: 273ms, objective = 233
time: 279ms, objective = 232
time: 285ms, objective = 230
time: 290ms, objective = 228
time: 297ms, objective = 225
time: 306ms, objective = 224
time: 315ms, objective = 223
time: 322ms, objective = 222
time: 329ms, objective = 221
time: 336ms, objective = 219
time: 342ms, objective = 218
time: 349ms, objective = 217
time: 355ms, objective = 215
time: 361ms, objective = 214
time: 367ms, objective = 212
time: 373ms, objective = 211
time: 379ms, objective = 210
time: 388ms, objective = 209
time: 396ms, objective = 206
time: 402ms, objective = 205
time: 410ms, objective = 204
time: 418ms, objective = 203
time: 436ms, objective = 202
time: 442ms, objective = 199
time: 448ms, objective = 198
time: 454ms, objective = 197
time: 460ms, objective = 196
time: 466ms, objective = 195
time: 472ms, objective = 194
time: 479ms, objective = 192
time: 485ms, objective = 191
time: 491ms, objective = 190
time: 498ms, objective = 189
time: 505ms, objective = 187
time: 511ms, objective = 186
time: 516ms, objective = 184
time: 521ms, objective = 183
time: 526ms, objective = 180
time: 532ms, objective = 179
time: 537ms, objective = 177
time: 542ms, objective = 176
time: 547ms, objective = 175
time: 553ms, objective = 173
time: 558ms, objective = 170
time: 563ms, objective = 167
time: 569ms, objective = 165
time: 575ms, objective = 164
time: 580ms, objective = 163
time: 586ms, objective = 162
time: 593ms, objective = 160
time: 601ms, objective = 159
time: 606ms, objective = 158
time: 612ms, objective = 157
time: 618ms, objective = 156
time: 623ms, objective = 154
time: 628ms, objective = 153
time: 633ms, objective = 152
time: 638ms, objective = 150
time: 643ms, objective = 148
time: 647ms, objective = 147
time: 652ms, objective = 144
time: 656ms, objective = 143
time: 661ms, objective = 140
time: 666ms, objective = 139
time: 671ms, objective = 138
time: 677ms, objective = 137
time: 682ms, objective = 136
time: 689ms, objective = 134
time: 696ms, objective = 132
time: 702ms, objective = 131
time: 707ms, objective = 130
time: 712ms, objective = 129
time: 716ms, objective = 128
time: 721ms, objective = 126
time: 725ms, objective = 124
time: 730ms, objective = 123
time: 734ms, objective = 122
time: 739ms, objective = 121
time: 744ms, objective = 120
time: 748ms, objective = 119
time: 753ms, objective = 118
time: 757ms, objective = 117
time: 761ms, objective = 116
time: 766ms, objective = 115
time: 771ms, objective = 114
time: 776ms, objective = 111
time: 783ms, objective = 108
time: 789ms, objective = 107
time: 794ms, objective = 106
time: 800ms, objective = 105
time: 804ms, objective = 103
time: 808ms, objective = 101
time: 812ms, objective = 99
time: 817ms, objective = 98
time: 821ms, objective = 96
time: 826ms, objective = 94
time: 830ms, objective = 92
time: 834ms, objective = 90
time: 837ms, objective = 89
time: 842ms, objective = 88
time: 846ms, objective = 87
time: 850ms, objective = 85
time: 854ms, objective = 84
time: 857ms, objective = 83
time: 861ms, objective = 82
time: 865ms, objective = 81
time: 869ms, objective = 77
time: 873ms, objective = 75
time: 877ms, objective = 74
time: 881ms, objective = 72
time: 885ms, objective = 71
time: 889ms, objective = 70
time: 893ms, objective = 69
time: 897ms, objective = 68
time: 901ms, objective = 65
time: 904ms, objective = 63
time: 908ms, objective = 57
time: 912ms, objective = 56
time: 917ms, objective = 55
time: 921ms, objective = 51
time: 925ms, objective = 50
time: 931ms, objective = 49
time: 935ms, objective = 48
time: 940ms, objective = 46
time: 946ms, objective = 45
time: 952ms, objective = 44
time: 958ms, objective = 41
time: 962ms, objective = 40
time: 966ms, objective = 36
time: 970ms, objective = 35
time: 973ms, objective = 34
time: 976ms, objective = 32
time: 979ms, objective = 30
time: 982ms, objective = 29
time: 985ms, objective = 24
time: 989ms, objective = 23
time: 992ms, objective = 22
time: 994ms, objective = 21
Found optimal solution with makespan 21 at time: 997ms
