vars = 31367, values = 30901time: 199ms, objective = 60
time: 206ms, objective = 58
time: 210ms, objective = 57
time: 213ms, objective = 55
time: 216ms, objective = 54
time: 218ms, objective = 53
time: 221ms, objective = 51
time: 223ms, objective = 49
time: 226ms, objective = 48
time: 228ms, objective = 47
time: 231ms, objective = 46
time: 234ms, objective = 45
time: 236ms, objective = 44
time: 238ms, objective = 43
time: 240ms, objective = 42
time: 242ms, objective = 41
time: 245ms, objective = 40
time: 247ms, objective = 39
time: 250ms, objective = 38
time: 252ms, objective = 37
Found optimal solution with makespan 37 at time: 253ms
