vars = 32953, values = 32461time: 193ms, objective = 63
time: 202ms, objective = 62
time: 208ms, objective = 61
time: 213ms, objective = 59
time: 218ms, objective = 58
time: 222ms, objective = 57
time: 227ms, objective = 56
time: 231ms, objective = 54
time: 236ms, objective = 53
time: 240ms, objective = 52
time: 244ms, objective = 51
time: 249ms, objective = 50
time: 253ms, objective = 49
time: 257ms, objective = 48
time: 262ms, objective = 47
time: 266ms, objective = 46
time: 271ms, objective = 45
time: 332ms, objective = 44
time: 393ms, objective = 43
time: 442ms, objective = 42
Found optimal solution with makespan 42 at time: 559ms
