time: 208ms, objective = 235
time: 230ms, objective = 234
time: 237ms, objective = 233
time: 243ms, objective = 232
time: 249ms, objective = 231
time: 254ms, objective = 226
time: 260ms, objective = 224
time: 266ms, objective = 222
time: 272ms, objective = 221
time: 277ms, objective = 220
time: 284ms, objective = 219
time: 290ms, objective = 218
time: 296ms, objective = 214
time: 304ms, objective = 213
time: 311ms, objective = 212
time: 317ms, objective = 211
time: 323ms, objective = 210
time: 329ms, objective = 209
time: 335ms, objective = 208
time: 342ms, objective = 206
time: 349ms, objective = 204
time: 355ms, objective = 203
time: 361ms, objective = 202
time: 367ms, objective = 201
time: 373ms, objective = 200
time: 379ms, objective = 199
time: 395ms, objective = 198
time: 400ms, objective = 197
time: 406ms, objective = 195
time: 412ms, objective = 194
time: 417ms, objective = 193
time: 422ms, objective = 192
time: 427ms, objective = 191
time: 432ms, objective = 190
time: 437ms, objective = 188
time: 442ms, objective = 185
time: 447ms, objective = 184
time: 452ms, objective = 182
time: 459ms, objective = 180
time: 464ms, objective = 179
time: 470ms, objective = 177
time: 475ms, objective = 176
time: 480ms, objective = 174
time: 485ms, objective = 173
time: 490ms, objective = 172
time: 495ms, objective = 171
time: 500ms, objective = 170
time: 505ms, objective = 168
time: 510ms, objective = 167
time: 514ms, objective = 166
time: 519ms, objective = 163
time: 524ms, objective = 162
time: 529ms, objective = 161
time: 533ms, objective = 160
time: 538ms, objective = 159
time: 542ms, objective = 158
time: 547ms, objective = 157
time: 552ms, objective = 156
time: 557ms, objective = 155
time: 562ms, objective = 153
time: 567ms, objective = 152
time: 572ms, objective = 151
time: 576ms, objective = 149
time: 581ms, objective = 148
time: 585ms, objective = 147
time: 590ms, objective = 144
time: 595ms, objective = 143
time: 599ms, objective = 141
time: 604ms, objective = 140
time: 609ms, objective = 137
time: 613ms, objective = 134
time: 618ms, objective = 132
time: 622ms, objective = 130
time: 626ms, objective = 129
time: 631ms, objective = 128
time: 635ms, objective = 127
time: 640ms, objective = 125
time: 644ms, objective = 123
time: 648ms, objective = 120
time: 653ms, objective = 119
time: 657ms, objective = 118
time: 661ms, objective = 117
time: 665ms, objective = 116
time: 670ms, objective = 115
time: 674ms, objective = 114
time: 678ms, objective = 113
time: 682ms, objective = 112
time: 686ms, objective = 111
time: 692ms, objective = 108
time: 696ms, objective = 107
time: 700ms, objective = 106
time: 704ms, objective = 105
time: 709ms, objective = 104
time: 713ms, objective = 103
time: 717ms, objective = 99
time: 721ms, objective = 98
time: 726ms, objective = 97
time: 730ms, objective = 96
time: 734ms, objective = 95
time: 738ms, objective = 94
time: 742ms, objective = 93
time: 746ms, objective = 91
time: 750ms, objective = 90
time: 754ms, objective = 88
time: 758ms, objective = 83
time: 762ms, objective = 82
time: 766ms, objective = 81
time: 769ms, objective = 79
time: 773ms, objective = 78
time: 778ms, objective = 76
time: 781ms, objective = 75
time: 785ms, objective = 74
time: 788ms, objective = 73
time: 793ms, objective = 71
time: 797ms, objective = 70
time: 801ms, objective = 68
time: 804ms, objective = 66
time: 808ms, objective = 62
time: 812ms, objective = 61
time: 816ms, objective = 60
time: 820ms, objective = 59
time: 824ms, objective = 58
time: 828ms, objective = 57
time: 831ms, objective = 56
time: 836ms, objective = 55
time: 840ms, objective = 54
time: 858ms, objective = 53
time: 862ms, objective = 52
time: 869ms, objective = 51
time: 873ms, objective = 50
time: 880ms, objective = 49
time: 885ms, objective = 48
time: 891ms, objective = 47
time: 897ms, objective = 46
time: 901ms, objective = 45
time: 907ms, objective = 44
time: 911ms, objective = 43
time: 920ms, objective = 42
time: 923ms, objective = 41
Found optimal solution with makespan 41 at time: 933ms
