vars = 33197, values = 32701time: 186ms, objective = 51
time: 195ms, objective = 46
time: 199ms, objective = 45
time: 202ms, objective = 44
time: 205ms, objective = 43
time: 208ms, objective = 42
time: 212ms, objective = 41
time: 215ms, objective = 40
time: 218ms, objective = 39
time: 221ms, objective = 38
time: 224ms, objective = 37
time: 228ms, objective = 36
time: 231ms, objective = 35
time: 233ms, objective = 34
time: 236ms, objective = 33
time: 238ms, objective = 32
time: 270ms, objective = 31
Found optimal solution with makespan 31 at time: 276ms
