vars = 33567, values = 33061time: 180ms, objective = 54
time: 196ms, objective = 53
time: 204ms, objective = 52
time: 213ms, objective = 51
time: 218ms, objective = 48
time: 225ms, objective = 47
time: 233ms, objective = 46
time: 241ms, objective = 45
time: 252ms, objective = 44
time: 256ms, objective = 43
time: 263ms, objective = 42
time: 269ms, objective = 41
time: 274ms, objective = 40
time: 281ms, objective = 39
time: 290ms, objective = 38
time: 381ms, objective = 37
time: 421ms, objective = 36
time: 429ms, objective = 35
time: 1s, objective = 34
Found optimal solution with makespan 34 at time: 2s
