time: 232ms, objective = 245
time: 252ms, objective = 244
time: 261ms, objective = 243
time: 269ms, objective = 242
time: 277ms, objective = 241
time: 284ms, objective = 240
time: 292ms, objective = 239
time: 299ms, objective = 238
time: 307ms, objective = 236
time: 316ms, objective = 235
time: 323ms, objective = 232
time: 331ms, objective = 231
time: 338ms, objective = 230
time: 346ms, objective = 229
time: 353ms, objective = 227
time: 361ms, objective = 224
time: 368ms, objective = 223
time: 376ms, objective = 222
time: 382ms, objective = 221
time: 390ms, objective = 219
time: 398ms, objective = 216
time: 405ms, objective = 215
time: 412ms, objective = 214
time: 419ms, objective = 212
time: 427ms, objective = 211
time: 434ms, objective = 208
time: 452ms, objective = 206
time: 459ms, objective = 205
time: 467ms, objective = 204
time: 474ms, objective = 203
time: 481ms, objective = 202
time: 488ms, objective = 200
time: 495ms, objective = 198
time: 502ms, objective = 197
time: 509ms, objective = 196
time: 519ms, objective = 195
time: 527ms, objective = 194
time: 535ms, objective = 192
time: 541ms, objective = 190
time: 548ms, objective = 189
time: 557ms, objective = 187
time: 564ms, objective = 185
time: 573ms, objective = 183
time: 579ms, objective = 179
time: 588ms, objective = 176
time: 594ms, objective = 175
time: 600ms, objective = 174
time: 607ms, objective = 173
time: 613ms, objective = 172
time: 622ms, objective = 170
time: 628ms, objective = 169
time: 635ms, objective = 168
time: 642ms, objective = 164
time: 649ms, objective = 162
time: 657ms, objective = 161
time: 663ms, objective = 160
time: 669ms, objective = 159
time: 676ms, objective = 158
time: 682ms, objective = 156
time: 688ms, objective = 154
time: 695ms, objective = 153
time: 701ms, objective = 151
time: 708ms, objective = 150
time: 714ms, objective = 149
time: 720ms, objective = 148
time: 727ms, objective = 142
time: 733ms, objective = 141
time: 739ms, objective = 140
time: 745ms, objective = 139
time: 750ms, objective = 138
time: 757ms, objective = 137
time: 762ms, objective = 136
time: 768ms, objective = 135
time: 775ms, objective = 129
time: 781ms, objective = 128
time: 786ms, objective = 127
time: 793ms, objective = 125
time: 798ms, objective = 124
time: 804ms, objective = 123
time: 810ms, objective = 120
time: 815ms, objective = 119
time: 821ms, objective = 118
time: 827ms, objective = 117
time: 834ms, objective = 116
time: 841ms, objective = 114
time: 847ms, objective = 113
time: 853ms, objective = 112
time: 859ms, objective = 111
time: 865ms, objective = 109
time: 870ms, objective = 108
time: 878ms, objective = 107
time: 884ms, objective = 106
time: 889ms, objective = 105
time: 898ms, objective = 104
time: 906ms, objective = 103
time: 916ms, objective = 101
time: 923ms, objective = 100
time: 931ms, objective = 98
time: 940ms, objective = 97
time: 948ms, objective = 96
time: 960ms, objective = 94
time: 968ms, objective = 92
time: 979ms, objective = 91
time: 990ms, objective = 89
time: 999ms, objective = 87
time: 1s, objective = 85
time: 1s, objective = 84
time: 1s, objective = 83
time: 1s, objective = 82
time: 1s, objective = 78
time: 1s, objective = 77
time: 1s, objective = 74
time: 1s, objective = 73
time: 1s, objective = 72
time: 1s, objective = 71
time: 1s, objective = 69
time: 1s, objective = 68
time: 1s, objective = 67
time: 1s, objective = 61
time: 1s, objective = 59
time: 1s, objective = 57
time: 1s, objective = 56
time: 1s, objective = 55
time: 1s, objective = 53
time: 1s, objective = 52
time: 1s, objective = 51
time: 1s, objective = 50
time: 1s, objective = 47
time: 1s, objective = 46
time: 1s, objective = 45
time: 1s, objective = 44
time: 1s, objective = 43
time: 1s, objective = 42
time: 1s, objective = 41
time: 1s, objective = 40
time: 1s, objective = 39
time: 1s, objective = 38
time: 1s, objective = 37
time: 1s, objective = 36
time: 1s, objective = 35
time: 1s, objective = 34
time: 1s, objective = 33
time: 1s, objective = 32
time: 1s, objective = 31
time: 1s, objective = 30
time: 1s, objective = 29
Found optimal solution with makespan 29 at time: 1s
