vars = 31001, values = 30541time: 201ms, objective = 113
time: 211ms, objective = 112
time: 220ms, objective = 111
time: 230ms, objective = 109
time: 237ms, objective = 83
time: 246ms, objective = 82
time: 253ms, objective = 81
time: 259ms, objective = 80
time: 266ms, objective = 76
time: 272ms, objective = 74
time: 278ms, objective = 68
time: 284ms, objective = 67
time: 289ms, objective = 63
time: 294ms, objective = 62
time: 298ms, objective = 61
time: 304ms, objective = 60
time: 309ms, objective = 59
time: 314ms, objective = 58
time: 318ms, objective = 57
time: 324ms, objective = 56
time: 329ms, objective = 55
time: 334ms, objective = 54
time: 338ms, objective = 52
time: 343ms, objective = 51
time: 347ms, objective = 50
time: 352ms, objective = 48
time: 368ms, objective = 47
time: 373ms, objective = 45
time: 376ms, objective = 44
time: 379ms, objective = 42
time: 384ms, objective = 41
time: 387ms, objective = 40
time: 391ms, objective = 39
time: 394ms, objective = 38
time: 397ms, objective = 37
time: 401ms, objective = 35
time: 405ms, objective = 34
time: 410ms, objective = 33
time: 413ms, objective = 32
time: 417ms, objective = 31
Found optimal solution with makespan 31 at time: 418ms
