time: 227ms, objective = 246
time: 245ms, objective = 183
time: 252ms, objective = 182
time: 258ms, objective = 181
time: 264ms, objective = 178
time: 270ms, objective = 176
time: 276ms, objective = 175
time: 281ms, objective = 174
time: 287ms, objective = 173
time: 292ms, objective = 172
time: 299ms, objective = 170
time: 305ms, objective = 167
time: 311ms, objective = 164
time: 316ms, objective = 160
time: 322ms, objective = 158
time: 327ms, objective = 156
time: 333ms, objective = 151
time: 338ms, objective = 150
time: 344ms, objective = 149
time: 349ms, objective = 148
time: 354ms, objective = 146
time: 360ms, objective = 145
time: 365ms, objective = 144
time: 370ms, objective = 143
time: 375ms, objective = 140
time: 380ms, objective = 138
time: 397ms, objective = 136
time: 402ms, objective = 135
time: 407ms, objective = 133
time: 412ms, objective = 132
time: 417ms, objective = 131
time: 422ms, objective = 130
time: 427ms, objective = 129
time: 432ms, objective = 128
time: 438ms, objective = 127
time: 443ms, objective = 125
time: 449ms, objective = 120
time: 454ms, objective = 119
time: 459ms, objective = 116
time: 465ms, objective = 115
time: 470ms, objective = 114
time: 474ms, objective = 113
time: 479ms, objective = 112
time: 485ms, objective = 111
time: 490ms, objective = 110
time: 495ms, objective = 108
time: 500ms, objective = 107
time: 506ms, objective = 106
time: 512ms, objective = 104
time: 517ms, objective = 103
time: 522ms, objective = 102
time: 528ms, objective = 101
time: 533ms, objective = 95
time: 539ms, objective = 94
time: 544ms, objective = 93
time: 549ms, objective = 89
time: 554ms, objective = 88
time: 560ms, objective = 87
time: 564ms, objective = 84
time: 569ms, objective = 83
time: 574ms, objective = 82
time: 578ms, objective = 81
time: 583ms, objective = 80
time: 588ms, objective = 78
time: 592ms, objective = 77
time: 597ms, objective = 76
time: 601ms, objective = 75
time: 605ms, objective = 73
time: 609ms, objective = 72
time: 613ms, objective = 70
time: 618ms, objective = 69
time: 622ms, objective = 68
time: 626ms, objective = 67
time: 631ms, objective = 64
time: 635ms, objective = 63
time: 639ms, objective = 62
time: 643ms, objective = 61
time: 648ms, objective = 59
time: 653ms, objective = 58
time: 659ms, objective = 57
time: 664ms, objective = 55
time: 668ms, objective = 54
time: 673ms, objective = 53
time: 677ms, objective = 51
time: 682ms, objective = 50
time: 687ms, objective = 48
time: 691ms, objective = 46
time: 695ms, objective = 45
time: 699ms, objective = 43
time: 703ms, objective = 42
time: 707ms, objective = 40
time: 710ms, objective = 39
time: 737ms, objective = 38
Found optimal solution with makespan 38 at time: 740ms
