vars = 32099, values = 31621time: 183ms, objective = 117
time: 192ms, objective = 116
time: 203ms, objective = 115
time: 209ms, objective = 113
time: 219ms, objective = 112
time: 228ms, objective = 111
time: 237ms, objective = 110
time: 246ms, objective = 109
time: 253ms, objective = 108
time: 260ms, objective = 107
time: 268ms, objective = 106
time: 275ms, objective = 105
time: 282ms, objective = 104
time: 290ms, objective = 103
time: 299ms, objective = 102
time: 305ms, objective = 101
time: 313ms, objective = 100
time: 320ms, objective = 99
time: 329ms, objective = 98
time: 335ms, objective = 97
time: 341ms, objective = 96
time: 348ms, objective = 95
time: 355ms, objective = 94
time: 363ms, objective = 93
time: 372ms, objective = 92
time: 390ms, objective = 91
time: 396ms, objective = 90
time: 404ms, objective = 89
time: 411ms, objective = 88
time: 416ms, objective = 87
time: 424ms, objective = 86
time: 431ms, objective = 85
time: 439ms, objective = 84
time: 446ms, objective = 83
time: 453ms, objective = 82
time: 459ms, objective = 81
time: 467ms, objective = 80
time: 474ms, objective = 79
time: 481ms, objective = 78
time: 487ms, objective = 77
time: 493ms, objective = 76
time: 501ms, objective = 75
time: 508ms, objective = 74
time: 515ms, objective = 73
time: 521ms, objective = 72
time: 528ms, objective = 71
time: 535ms, objective = 70
time: 541ms, objective = 69
time: 548ms, objective = 68
time: 554ms, objective = 67
time: 561ms, objective = 66
time: 568ms, objective = 65
time: 574ms, objective = 64
time: 580ms, objective = 63
time: 586ms, objective = 62
time: 592ms, objective = 61
time: 600ms, objective = 60
time: 605ms, objective = 59
time: 610ms, objective = 58
time: 616ms, objective = 57
time: 621ms, objective = 55
time: 627ms, objective = 54
time: 633ms, objective = 53
time: 638ms, objective = 52
time: 644ms, objective = 51
time: 649ms, objective = 50
time: 654ms, objective = 49
time: 659ms, objective = 48
time: 665ms, objective = 47
time: 670ms, objective = 46
time: 674ms, objective = 45
time: 679ms, objective = 44
time: 684ms, objective = 43
time: 689ms, objective = 41
time: 694ms, objective = 40
time: 700ms, objective = 39
time: 706ms, objective = 38
time: 713ms, objective = 37
time: 718ms, objective = 36
time: 734ms, objective = 35
time: 754ms, objective = 34
time: 788ms, objective = 33
time: 799ms, objective = 32
time: 830ms, objective = 31
time: 871ms, objective = 30
time: 888ms, objective = 29
time: 892ms, objective = 28
time: 908ms, objective = 27
time: 986ms, objective = 26
Found optimal solution with makespan 26 at time: 1s
