vars = 31611, values = 31141time: 207ms, objective = 58
time: 220ms, objective = 57
time: 224ms, objective = 56
time: 230ms, objective = 55
time: 236ms, objective = 54
time: 241ms, objective = 53
time: 246ms, objective = 52
time: 251ms, objective = 51
time: 256ms, objective = 50
time: 260ms, objective = 49
time: 265ms, objective = 48
time: 269ms, objective = 47
time: 273ms, objective = 46
time: 281ms, objective = 45
time: 285ms, objective = 44
time: 290ms, objective = 43
time: 299ms, objective = 42
time: 307ms, objective = 41
time: 314ms, objective = 40
time: 318ms, objective = 39
time: 324ms, objective = 38
time: 331ms, objective = 37
Found optimal solution with makespan 37 at time: 347ms
