vars = 32099, values = 31621time: 193ms, objective = 74
time: 203ms, objective = 73
time: 208ms, objective = 72
time: 213ms, objective = 71
time: 221ms, objective = 69
time: 227ms, objective = 68
time: 235ms, objective = 65
time: 241ms, objective = 63
time: 246ms, objective = 61
time: 258ms, objective = 60
time: 263ms, objective = 59
time: 267ms, objective = 58
time: 271ms, objective = 57
time: 275ms, objective = 56
time: 282ms, objective = 55
time: 286ms, objective = 54
time: 297ms, objective = 53
time: 302ms, objective = 52
time: 306ms, objective = 51
time: 314ms, objective = 50
time: 320ms, objective = 49
time: 328ms, objective = 48
time: 335ms, objective = 47
time: 342ms, objective = 46
time: 348ms, objective = 45
time: 351ms, objective = 44
time: 378ms, objective = 43
time: 382ms, objective = 42
Found optimal solution with makespan 42 at time: 402ms
