vars = 32221, values = 31741time: 172ms, objective = 49
time: 179ms, objective = 48
time: 183ms, objective = 47
time: 187ms, objective = 46
time: 190ms, objective = 45
time: 193ms, objective = 44
time: 196ms, objective = 43
time: 200ms, objective = 42
time: 203ms, objective = 41
time: 206ms, objective = 40
time: 210ms, objective = 39
time: 213ms, objective = 38
time: 216ms, objective = 37
time: 218ms, objective = 36
time: 221ms, objective = 35
time: 223ms, objective = 34
Found optimal solution with makespan 34 at time: 224ms
