time: 231ms, objective = 245
time: 250ms, objective = 244
time: 257ms, objective = 243
time: 265ms, objective = 242
time: 271ms, objective = 240
time: 277ms, objective = 239
time: 283ms, objective = 238
time: 289ms, objective = 237
time: 295ms, objective = 236
time: 301ms, objective = 233
time: 307ms, objective = 232
time: 314ms, objective = 231
time: 321ms, objective = 226
time: 328ms, objective = 224
time: 338ms, objective = 221
time: 346ms, objective = 214
time: 352ms, objective = 213
time: 359ms, objective = 212
time: 366ms, objective = 210
time: 372ms, objective = 209
time: 378ms, objective = 206
time: 385ms, objective = 205
time: 392ms, objective = 204
time: 398ms, objective = 203
time: 404ms, objective = 201
time: 410ms, objective = 200
time: 426ms, objective = 199
time: 432ms, objective = 198
time: 437ms, objective = 195
time: 442ms, objective = 194
time: 447ms, objective = 193
time: 452ms, objective = 192
time: 457ms, objective = 190
time: 464ms, objective = 188
time: 469ms, objective = 187
time: 474ms, objective = 183
time: 479ms, objective = 182
time: 484ms, objective = 181
time: 489ms, objective = 180
time: 494ms, objective = 179
time: 499ms, objective = 177
time: 504ms, objective = 175
time: 509ms, objective = 173
time: 514ms, objective = 170
time: 519ms, objective = 169
time: 524ms, objective = 167
time: 528ms, objective = 166
time: 534ms, objective = 165
time: 538ms, objective = 164
time: 544ms, objective = 163
time: 548ms, objective = 161
time: 553ms, objective = 158
time: 558ms, objective = 155
time: 563ms, objective = 154
time: 567ms, objective = 153
time: 572ms, objective = 151
time: 577ms, objective = 150
time: 581ms, objective = 149
time: 586ms, objective = 144
time: 590ms, objective = 142
time: 595ms, objective = 139
time: 600ms, objective = 135
time: 605ms, objective = 134
time: 609ms, objective = 132
time: 614ms, objective = 130
time: 618ms, objective = 129
time: 622ms, objective = 128
time: 627ms, objective = 127
time: 631ms, objective = 126
time: 636ms, objective = 125
time: 640ms, objective = 124
time: 644ms, objective = 123
time: 648ms, objective = 122
time: 653ms, objective = 121
time: 657ms, objective = 120
time: 662ms, objective = 119
time: 666ms, objective = 118
time: 670ms, objective = 117
time: 675ms, objective = 116
time: 682ms, objective = 115
time: 687ms, objective = 113
time: 691ms, objective = 111
time: 695ms, objective = 110
time: 699ms, objective = 109
time: 704ms, objective = 108
time: 708ms, objective = 107
time: 712ms, objective = 105
time: 717ms, objective = 104
time: 721ms, objective = 99
time: 725ms, objective = 98
time: 729ms, objective = 97
time: 733ms, objective = 96
time: 738ms, objective = 93
time: 743ms, objective = 91
time: 748ms, objective = 90
time: 752ms, objective = 89
time: 756ms, objective = 88
time: 760ms, objective = 87
time: 764ms, objective = 85
time: 767ms, objective = 84
time: 773ms, objective = 83
time: 778ms, objective = 82
time: 782ms, objective = 81
time: 786ms, objective = 79
time: 790ms, objective = 78
time: 794ms, objective = 77
time: 797ms, objective = 75
time: 801ms, objective = 73
time: 805ms, objective = 72
time: 809ms, objective = 71
time: 813ms, objective = 70
time: 818ms, objective = 69
time: 822ms, objective = 68
time: 826ms, objective = 67
time: 830ms, objective = 66
time: 834ms, objective = 65
time: 839ms, objective = 64
time: 843ms, objective = 63
time: 849ms, objective = 62
time: 853ms, objective = 61
time: 858ms, objective = 60
time: 862ms, objective = 59
time: 867ms, objective = 58
time: 871ms, objective = 57
time: 876ms, objective = 56
time: 879ms, objective = 55
time: 890ms, objective = 54
time: 894ms, objective = 53
time: 898ms, objective = 52
time: 904ms, objective = 51
time: 915ms, objective = 50
time: 925ms, objective = 49
time: 929ms, objective = 48
time: 934ms, objective = 47
time: 939ms, objective = 46
time: 947ms, objective = 45
time: 969ms, objective = 44
Found optimal solution with makespan 44 at time: 1s
