time: 226ms, objective = 251
time: 240ms, objective = 250
time: 246ms, objective = 249
time: 252ms, objective = 248
time: 258ms, objective = 246
time: 263ms, objective = 245
time: 270ms, objective = 244
time: 275ms, objective = 243
time: 281ms, objective = 242
time: 286ms, objective = 240
time: 292ms, objective = 239
time: 298ms, objective = 237
time: 303ms, objective = 236
time: 309ms, objective = 235
time: 314ms, objective = 234
time: 319ms, objective = 233
time: 324ms, objective = 231
time: 330ms, objective = 228
time: 335ms, objective = 226
time: 340ms, objective = 224
time: 345ms, objective = 223
time: 350ms, objective = 220
time: 356ms, objective = 219
time: 361ms, objective = 218
time: 366ms, objective = 217
time: 371ms, objective = 215
time: 388ms, objective = 214
time: 393ms, objective = 213
time: 399ms, objective = 212
time: 404ms, objective = 210
time: 409ms, objective = 208
time: 414ms, objective = 207
time: 419ms, objective = 204
time: 424ms, objective = 203
time: 429ms, objective = 202
time: 434ms, objective = 201
time: 439ms, objective = 200
time: 444ms, objective = 199
time: 449ms, objective = 198
time: 454ms, objective = 197
time: 458ms, objective = 196
time: 463ms, objective = 195
time: 468ms, objective = 194
time: 473ms, objective = 192
time: 477ms, objective = 191
time: 482ms, objective = 189
time: 487ms, objective = 188
time: 492ms, objective = 187
time: 498ms, objective = 186
time: 504ms, objective = 184
time: 509ms, objective = 183
time: 514ms, objective = 182
time: 519ms, objective = 180
time: 524ms, objective = 179
time: 529ms, objective = 178
time: 534ms, objective = 177
time: 538ms, objective = 176
time: 543ms, objective = 175
time: 548ms, objective = 174
time: 552ms, objective = 173
time: 557ms, objective = 172
time: 563ms, objective = 170
time: 568ms, objective = 169
time: 573ms, objective = 168
time: 579ms, objective = 166
time: 585ms, objective = 164
time: 589ms, objective = 163
time: 595ms, objective = 162
time: 600ms, objective = 161
time: 605ms, objective = 160
time: 609ms, objective = 159
time: 614ms, objective = 158
time: 619ms, objective = 157
time: 624ms, objective = 155
time: 628ms, objective = 153
time: 633ms, objective = 150
time: 637ms, objective = 148
time: 642ms, objective = 147
time: 647ms, objective = 146
time: 651ms, objective = 145
time: 657ms, objective = 143
time: 664ms, objective = 141
time: 669ms, objective = 140
time: 675ms, objective = 138
time: 680ms, objective = 137
time: 686ms, objective = 136
time: 691ms, objective = 135
time: 696ms, objective = 134
time: 701ms, objective = 133
time: 706ms, objective = 131
time: 711ms, objective = 129
time: 715ms, objective = 127
time: 719ms, objective = 126
time: 723ms, objective = 124
time: 727ms, objective = 121
time: 731ms, objective = 120
time: 736ms, objective = 118
time: 740ms, objective = 117
time: 744ms, objective = 116
time: 748ms, objective = 114
time: 752ms, objective = 113
time: 756ms, objective = 110
time: 760ms, objective = 109
time: 764ms, objective = 108
time: 769ms, objective = 107
time: 773ms, objective = 106
time: 777ms, objective = 105
time: 781ms, objective = 104
time: 785ms, objective = 103
time: 789ms, objective = 100
time: 792ms, objective = 99
time: 796ms, objective = 95
time: 801ms, objective = 94
time: 805ms, objective = 92
time: 808ms, objective = 91
time: 812ms, objective = 88
time: 816ms, objective = 86
time: 820ms, objective = 84
time: 823ms, objective = 83
time: 827ms, objective = 82
time: 831ms, objective = 81
time: 835ms, objective = 77
time: 839ms, objective = 76
time: 843ms, objective = 74
time: 846ms, objective = 73
time: 850ms, objective = 72
time: 854ms, objective = 71
time: 857ms, objective = 70
time: 861ms, objective = 68
time: 864ms, objective = 67
time: 868ms, objective = 66
time: 871ms, objective = 65
time: 875ms, objective = 64
time: 878ms, objective = 63
time: 881ms, objective = 61
time: 887ms, objective = 60
time: 891ms, objective = 59
time: 894ms, objective = 58
time: 897ms, objective = 57
time: 902ms, objective = 55
time: 907ms, objective = 53
time: 910ms, objective = 52
time: 913ms, objective = 49
time: 916ms, objective = 48
time: 919ms, objective = 47
time: 922ms, objective = 46
time: 924ms, objective = 44
time: 928ms, objective = 43
time: 930ms, objective = 41
time: 935ms, objective = 40
time: 939ms, objective = 39
time: 942ms, objective = 38
time: 944ms, objective = 37
time: 947ms, objective = 36
time: 950ms, objective = 35
time: 953ms, objective = 34
time: 956ms, objective = 33
time: 958ms, objective = 32
Found optimal solution with makespan 32 at time: 960ms
