vars = 32103, values = 31621time: 185ms, objective = 95
time: 196ms, objective = 94
time: 206ms, objective = 91
time: 219ms, objective = 90
time: 226ms, objective = 88
time: 233ms, objective = 87
time: 244ms, objective = 85
time: 250ms, objective = 84
time: 259ms, objective = 83
time: 264ms, objective = 82
time: 271ms, objective = 81
time: 277ms, objective = 80
time: 284ms, objective = 79
time: 289ms, objective = 78
time: 294ms, objective = 77
time: 301ms, objective = 76
time: 307ms, objective = 75
time: 312ms, objective = 74
time: 319ms, objective = 73
time: 324ms, objective = 72
time: 330ms, objective = 71
time: 336ms, objective = 70
time: 342ms, objective = 69
time: 351ms, objective = 67
time: 355ms, objective = 66
time: 362ms, objective = 65
time: 380ms, objective = 64
time: 385ms, objective = 63
time: 391ms, objective = 62
time: 397ms, objective = 61
time: 402ms, objective = 59
time: 408ms, objective = 58
time: 414ms, objective = 57
time: 419ms, objective = 56
time: 426ms, objective = 54
time: 431ms, objective = 53
time: 436ms, objective = 52
time: 442ms, objective = 51
time: 447ms, objective = 50
time: 451ms, objective = 49
time: 457ms, objective = 48
time: 462ms, objective = 47
time: 466ms, objective = 46
time: 472ms, objective = 45
time: 477ms, objective = 44
time: 482ms, objective = 43
time: 487ms, objective = 42
time: 493ms, objective = 41
time: 498ms, objective = 40
time: 505ms, objective = 39
time: 515ms, objective = 38
time: 542ms, objective = 37
time: 670ms, objective = 36
time: 895ms, objective = 35
time: 1s, objective = 34
Found optimal solution with makespan 34 at time: 1s
