vars = 30761, values = 30301time: 195ms, objective = 90
time: 205ms, objective = 89
time: 211ms, objective = 88
time: 216ms, objective = 86
time: 220ms, objective = 85
time: 225ms, objective = 84
time: 229ms, objective = 83
time: 234ms, objective = 82
time: 238ms, objective = 81
time: 243ms, objective = 80
time: 247ms, objective = 79
time: 251ms, objective = 78
time: 255ms, objective = 77
time: 260ms, objective = 76
time: 264ms, objective = 75
time: 269ms, objective = 74
time: 273ms, objective = 73
time: 277ms, objective = 72
time: 281ms, objective = 71
time: 286ms, objective = 70
time: 289ms, objective = 69
time: 294ms, objective = 68
time: 298ms, objective = 67
time: 306ms, objective = 66
time: 310ms, objective = 65
time: 315ms, objective = 64
time: 364ms, objective = 63
time: 774ms, objective = 62
time: 796ms, objective = 61
time: 847ms, objective = 60
time: 938ms, objective = 59
time: 2s, objective = 58
time: 2s, objective = 57
time: 2s, objective = 56
time: 2s, objective = 55
time: 2s, objective = 54
time: 3s, objective = 53
time: 3s, objective = 52
time: 14s, objective = 51
time: 15s, objective = 50
Found satisfiable solution with makespan 50 at time: 101s
