time: 212ms, objective = 238
time: 236ms, objective = 237
time: 245ms, objective = 236
time: 252ms, objective = 235
time: 258ms, objective = 234
time: 266ms, objective = 233
time: 273ms, objective = 232
time: 279ms, objective = 231
time: 285ms, objective = 229
time: 291ms, objective = 228
time: 297ms, objective = 226
time: 303ms, objective = 225
time: 309ms, objective = 224
time: 315ms, objective = 222
time: 321ms, objective = 221
time: 327ms, objective = 218
time: 332ms, objective = 217
time: 337ms, objective = 215
time: 344ms, objective = 214
time: 349ms, objective = 213
time: 355ms, objective = 210
time: 360ms, objective = 209
time: 366ms, objective = 207
time: 373ms, objective = 205
time: 378ms, objective = 203
time: 384ms, objective = 201
time: 401ms, objective = 199
time: 407ms, objective = 198
time: 413ms, objective = 196
time: 421ms, objective = 195
time: 426ms, objective = 194
time: 432ms, objective = 193
time: 437ms, objective = 192
time: 441ms, objective = 191
time: 447ms, objective = 190
time: 452ms, objective = 189
time: 457ms, objective = 187
time: 462ms, objective = 186
time: 467ms, objective = 185
time: 473ms, objective = 184
time: 478ms, objective = 183
time: 483ms, objective = 182
time: 488ms, objective = 179
time: 493ms, objective = 178
time: 497ms, objective = 176
time: 502ms, objective = 175
time: 508ms, objective = 173
time: 512ms, objective = 170
time: 517ms, objective = 167
time: 522ms, objective = 166
time: 527ms, objective = 165
time: 531ms, objective = 163
time: 536ms, objective = 161
time: 544ms, objective = 160
time: 549ms, objective = 159
time: 553ms, objective = 157
time: 559ms, objective = 156
time: 564ms, objective = 155
time: 569ms, objective = 154
time: 574ms, objective = 153
time: 579ms, objective = 151
time: 585ms, objective = 150
time: 589ms, objective = 149
time: 594ms, objective = 148
time: 600ms, objective = 146
time: 606ms, objective = 143
time: 610ms, objective = 142
time: 615ms, objective = 141
time: 620ms, objective = 140
time: 626ms, objective = 139
time: 631ms, objective = 138
time: 636ms, objective = 137
time: 641ms, objective = 136
time: 646ms, objective = 134
time: 650ms, objective = 132
time: 656ms, objective = 131
time: 661ms, objective = 130
time: 665ms, objective = 128
time: 670ms, objective = 127
time: 675ms, objective = 126
time: 680ms, objective = 125
time: 684ms, objective = 124
time: 691ms, objective = 122
time: 695ms, objective = 120
time: 700ms, objective = 118
time: 705ms, objective = 117
time: 711ms, objective = 116
time: 716ms, objective = 112
time: 720ms, objective = 111
time: 726ms, objective = 110
time: 731ms, objective = 107
time: 735ms, objective = 104
time: 740ms, objective = 102
time: 745ms, objective = 101
time: 749ms, objective = 100
time: 754ms, objective = 99
time: 759ms, objective = 97
time: 763ms, objective = 96
time: 768ms, objective = 94
time: 773ms, objective = 93
time: 776ms, objective = 91
time: 782ms, objective = 90
time: 786ms, objective = 89
time: 789ms, objective = 88
time: 794ms, objective = 87
time: 797ms, objective = 84
time: 802ms, objective = 83
time: 807ms, objective = 82
time: 811ms, objective = 81
time: 816ms, objective = 78
time: 820ms, objective = 77
time: 824ms, objective = 76
time: 829ms, objective = 75
time: 833ms, objective = 74
time: 838ms, objective = 72
time: 842ms, objective = 68
time: 846ms, objective = 66
time: 850ms, objective = 65
time: 855ms, objective = 64
time: 859ms, objective = 63
time: 864ms, objective = 62
time: 867ms, objective = 61
time: 871ms, objective = 60
time: 874ms, objective = 59
time: 878ms, objective = 57
time: 882ms, objective = 55
time: 886ms, objective = 54
time: 889ms, objective = 52
time: 892ms, objective = 50
time: 896ms, objective = 49
time: 899ms, objective = 48
time: 903ms, objective = 47
time: 906ms, objective = 46
time: 909ms, objective = 45
time: 913ms, objective = 44
time: 916ms, objective = 41
time: 920ms, objective = 40
time: 924ms, objective = 39
time: 927ms, objective = 38
time: 930ms, objective = 37
time: 933ms, objective = 36
time: 937ms, objective = 35
time: 940ms, objective = 34
time: 945ms, objective = 32
time: 949ms, objective = 30
time: 953ms, objective = 29
time: 957ms, objective = 28
time: 960ms, objective = 27
Found optimal solution with makespan 27 at time: 962ms
