time: 233ms, objective = 249
time: 245ms, objective = 248
time: 255ms, objective = 247
time: 262ms, objective = 246
time: 268ms, objective = 245
time: 275ms, objective = 243
time: 286ms, objective = 242
time: 295ms, objective = 241
time: 301ms, objective = 240
time: 308ms, objective = 239
time: 315ms, objective = 236
time: 322ms, objective = 234
time: 328ms, objective = 233
time: 333ms, objective = 232
time: 340ms, objective = 231
time: 346ms, objective = 229
time: 354ms, objective = 223
time: 360ms, objective = 220
time: 365ms, objective = 219
time: 371ms, objective = 218
time: 378ms, objective = 217
time: 386ms, objective = 216
time: 392ms, objective = 215
time: 398ms, objective = 212
time: 403ms, objective = 210
time: 409ms, objective = 209
time: 425ms, objective = 208
time: 431ms, objective = 207
time: 437ms, objective = 206
time: 442ms, objective = 205
time: 448ms, objective = 204
time: 456ms, objective = 199
time: 463ms, objective = 198
time: 468ms, objective = 197
time: 474ms, objective = 196
time: 480ms, objective = 195
time: 489ms, objective = 194
time: 494ms, objective = 193
time: 500ms, objective = 192
time: 507ms, objective = 191
time: 512ms, objective = 190
time: 520ms, objective = 189
time: 527ms, objective = 186
time: 533ms, objective = 184
time: 539ms, objective = 182
time: 546ms, objective = 181
time: 554ms, objective = 180
time: 561ms, objective = 178
time: 566ms, objective = 175
time: 572ms, objective = 173
time: 579ms, objective = 172
time: 587ms, objective = 169
time: 592ms, objective = 168
time: 597ms, objective = 167
time: 602ms, objective = 165
time: 607ms, objective = 164
time: 613ms, objective = 163
time: 620ms, objective = 162
time: 626ms, objective = 161
time: 631ms, objective = 159
time: 636ms, objective = 158
time: 642ms, objective = 154
time: 647ms, objective = 153
time: 655ms, objective = 151
time: 660ms, objective = 149
time: 665ms, objective = 148
time: 670ms, objective = 146
time: 675ms, objective = 145
time: 681ms, objective = 142
time: 688ms, objective = 139
time: 693ms, objective = 138
time: 698ms, objective = 136
time: 703ms, objective = 134
time: 707ms, objective = 133
time: 712ms, objective = 132
time: 720ms, objective = 131
time: 724ms, objective = 130
time: 729ms, objective = 129
time: 734ms, objective = 127
time: 739ms, objective = 126
time: 744ms, objective = 123
time: 750ms, objective = 122
time: 756ms, objective = 121
time: 761ms, objective = 119
time: 766ms, objective = 117
time: 771ms, objective = 116
time: 776ms, objective = 114
time: 782ms, objective = 113
time: 788ms, objective = 111
time: 793ms, objective = 110
time: 798ms, objective = 107
time: 803ms, objective = 106
time: 807ms, objective = 105
time: 812ms, objective = 104
time: 819ms, objective = 103
time: 823ms, objective = 102
time: 828ms, objective = 100
time: 833ms, objective = 96
time: 837ms, objective = 95
time: 842ms, objective = 93
time: 848ms, objective = 92
time: 854ms, objective = 91
time: 858ms, objective = 90
time: 863ms, objective = 88
time: 867ms, objective = 87
time: 871ms, objective = 85
time: 876ms, objective = 84
time: 882ms, objective = 83
time: 888ms, objective = 81
time: 892ms, objective = 78
time: 898ms, objective = 76
time: 902ms, objective = 75
time: 906ms, objective = 74
time: 911ms, objective = 73
time: 917ms, objective = 72
time: 923ms, objective = 69
time: 927ms, objective = 67
time: 932ms, objective = 66
time: 937ms, objective = 65
time: 941ms, objective = 64
time: 947ms, objective = 61
time: 954ms, objective = 57
time: 958ms, objective = 56
time: 963ms, objective = 55
time: 967ms, objective = 53
time: 972ms, objective = 52
time: 976ms, objective = 51
time: 982ms, objective = 50
time: 988ms, objective = 49
time: 993ms, objective = 48
time: 997ms, objective = 47
time: 1s, objective = 46
time: 1s, objective = 45
time: 1s, objective = 44
time: 1s, objective = 43
time: 1s, objective = 42
time: 1s, objective = 41
time: 1s, objective = 40
time: 1s, objective = 39
time: 1s, objective = 38
time: 1s, objective = 37
time: 1s, objective = 36
time: 1s, objective = 35
time: 1s, objective = 34
time: 1s, objective = 33
time: 1s, objective = 32
time: 1s, objective = 31
Found optimal solution with makespan 31 at time: 1s
