vars = 32099, values = 31621time: 182ms, objective = 117
time: 193ms, objective = 116
time: 205ms, objective = 115
time: 212ms, objective = 113
time: 225ms, objective = 112
time: 236ms, objective = 111
time: 246ms, objective = 110
time: 255ms, objective = 109
time: 264ms, objective = 108
time: 272ms, objective = 107
time: 281ms, objective = 106
time: 289ms, objective = 105
time: 297ms, objective = 104
time: 305ms, objective = 103
time: 315ms, objective = 102
time: 321ms, objective = 101
time: 328ms, objective = 100
time: 338ms, objective = 99
time: 345ms, objective = 98
time: 353ms, objective = 97
time: 361ms, objective = 96
time: 369ms, objective = 95
time: 378ms, objective = 94
time: 386ms, objective = 93
time: 396ms, objective = 92
time: 418ms, objective = 91
time: 427ms, objective = 90
time: 435ms, objective = 89
time: 445ms, objective = 88
time: 453ms, objective = 87
time: 463ms, objective = 86
time: 469ms, objective = 85
time: 479ms, objective = 84
time: 487ms, objective = 83
time: 496ms, objective = 82
time: 503ms, objective = 81
time: 511ms, objective = 80
time: 519ms, objective = 79
time: 527ms, objective = 78
time: 536ms, objective = 77
time: 542ms, objective = 76
time: 550ms, objective = 75
time: 557ms, objective = 74
time: 564ms, objective = 73
time: 572ms, objective = 72
time: 582ms, objective = 71
time: 590ms, objective = 70
time: 597ms, objective = 69
time: 607ms, objective = 68
time: 613ms, objective = 67
time: 622ms, objective = 66
time: 628ms, objective = 65
time: 636ms, objective = 64
time: 642ms, objective = 63
time: 649ms, objective = 62
time: 657ms, objective = 61
time: 664ms, objective = 60
time: 669ms, objective = 59
time: 676ms, objective = 58
time: 682ms, objective = 57
time: 688ms, objective = 55
time: 694ms, objective = 54
time: 701ms, objective = 53
time: 705ms, objective = 52
time: 712ms, objective = 51
time: 720ms, objective = 50
time: 725ms, objective = 49
time: 732ms, objective = 48
time: 738ms, objective = 47
time: 744ms, objective = 46
time: 750ms, objective = 45
time: 755ms, objective = 44
time: 760ms, objective = 43
time: 766ms, objective = 41
time: 771ms, objective = 40
time: 779ms, objective = 39
time: 785ms, objective = 38
time: 793ms, objective = 37
time: 799ms, objective = 36
time: 819ms, objective = 35
time: 840ms, objective = 34
time: 872ms, objective = 33
time: 884ms, objective = 32
time: 912ms, objective = 31
time: 955ms, objective = 30
time: 973ms, objective = 29
time: 979ms, objective = 28
time: 994ms, objective = 27
time: 1s, objective = 26
Found optimal solution with makespan 26 at time: 1s
