vars = 30639, values = 30181time: 220ms, objective = 75
time: 238ms, objective = 74
time: 248ms, objective = 73
time: 258ms, objective = 72
time: 269ms, objective = 70
time: 277ms, objective = 69
time: 286ms, objective = 68
time: 296ms, objective = 67
time: 304ms, objective = 66
time: 313ms, objective = 65
time: 320ms, objective = 64
time: 325ms, objective = 63
time: 332ms, objective = 62
time: 337ms, objective = 61
time: 342ms, objective = 60
time: 348ms, objective = 57
time: 353ms, objective = 56
time: 359ms, objective = 55
time: 364ms, objective = 54
time: 369ms, objective = 53
time: 374ms, objective = 51
time: 379ms, objective = 49
time: 384ms, objective = 48
time: 388ms, objective = 46
time: 393ms, objective = 45
time: 397ms, objective = 44
time: 413ms, objective = 42
time: 418ms, objective = 41
time: 422ms, objective = 40
time: 426ms, objective = 39
time: 429ms, objective = 37
time: 434ms, objective = 34
time: 437ms, objective = 31
time: 441ms, objective = 30
time: 444ms, objective = 29
time: 447ms, objective = 28
time: 450ms, objective = 27
time: 453ms, objective = 26
Found optimal solution with makespan 26 at time: 454ms
