time: 210ms, objective = 247
time: 230ms, objective = 246
time: 238ms, objective = 245
time: 244ms, objective = 244
time: 250ms, objective = 243
time: 258ms, objective = 241
time: 264ms, objective = 239
time: 271ms, objective = 238
time: 278ms, objective = 235
time: 286ms, objective = 233
time: 293ms, objective = 231
time: 301ms, objective = 229
time: 308ms, objective = 225
time: 314ms, objective = 224
time: 321ms, objective = 220
time: 327ms, objective = 219
time: 333ms, objective = 218
time: 339ms, objective = 217
time: 345ms, objective = 216
time: 351ms, objective = 215
time: 357ms, objective = 214
time: 362ms, objective = 213
time: 369ms, objective = 210
time: 374ms, objective = 209
time: 382ms, objective = 208
time: 389ms, objective = 207
time: 408ms, objective = 206
time: 415ms, objective = 205
time: 422ms, objective = 203
time: 427ms, objective = 202
time: 434ms, objective = 201
time: 440ms, objective = 199
time: 446ms, objective = 198
time: 452ms, objective = 197
time: 459ms, objective = 196
time: 464ms, objective = 195
time: 470ms, objective = 194
time: 476ms, objective = 192
time: 482ms, objective = 190
time: 487ms, objective = 189
time: 493ms, objective = 188
time: 498ms, objective = 187
time: 504ms, objective = 184
time: 510ms, objective = 183
time: 516ms, objective = 182
time: 522ms, objective = 181
time: 528ms, objective = 180
time: 533ms, objective = 179
time: 539ms, objective = 177
time: 544ms, objective = 175
time: 550ms, objective = 172
time: 557ms, objective = 168
time: 562ms, objective = 165
time: 567ms, objective = 164
time: 573ms, objective = 163
time: 578ms, objective = 162
time: 584ms, objective = 159
time: 589ms, objective = 158
time: 594ms, objective = 157
time: 600ms, objective = 156
time: 605ms, objective = 155
time: 610ms, objective = 154
time: 616ms, objective = 151
time: 621ms, objective = 149
time: 628ms, objective = 148
time: 633ms, objective = 145
time: 639ms, objective = 144
time: 643ms, objective = 143
time: 648ms, objective = 141
time: 653ms, objective = 139
time: 659ms, objective = 135
time: 663ms, objective = 134
time: 669ms, objective = 131
time: 674ms, objective = 129
time: 678ms, objective = 128
time: 683ms, objective = 126
time: 687ms, objective = 125
time: 692ms, objective = 124
time: 696ms, objective = 121
time: 701ms, objective = 120
time: 706ms, objective = 118
time: 711ms, objective = 117
time: 716ms, objective = 115
time: 721ms, objective = 114
time: 726ms, objective = 112
time: 731ms, objective = 111
time: 736ms, objective = 108
time: 740ms, objective = 105
time: 745ms, objective = 104
time: 750ms, objective = 103
time: 754ms, objective = 102
time: 759ms, objective = 99
time: 763ms, objective = 98
time: 768ms, objective = 97
time: 773ms, objective = 96
time: 777ms, objective = 95
time: 781ms, objective = 94
time: 787ms, objective = 92
time: 791ms, objective = 90
time: 795ms, objective = 89
time: 800ms, objective = 87
time: 805ms, objective = 86
time: 809ms, objective = 84
time: 813ms, objective = 81
time: 818ms, objective = 79
time: 822ms, objective = 78
time: 826ms, objective = 77
time: 830ms, objective = 74
time: 835ms, objective = 73
time: 839ms, objective = 70
time: 843ms, objective = 69
time: 847ms, objective = 68
time: 851ms, objective = 67
time: 855ms, objective = 66
time: 859ms, objective = 62
time: 863ms, objective = 61
time: 867ms, objective = 60
time: 870ms, objective = 58
time: 875ms, objective = 57
time: 878ms, objective = 56
time: 882ms, objective = 54
time: 887ms, objective = 53
time: 891ms, objective = 52
time: 895ms, objective = 51
time: 898ms, objective = 50
time: 902ms, objective = 49
time: 906ms, objective = 48
time: 910ms, objective = 47
time: 913ms, objective = 46
time: 917ms, objective = 45
time: 921ms, objective = 44
time: 925ms, objective = 43
time: 930ms, objective = 42
time: 933ms, objective = 41
time: 938ms, objective = 40
time: 941ms, objective = 39
time: 945ms, objective = 38
time: 949ms, objective = 37
time: 952ms, objective = 36
time: 956ms, objective = 35
Found optimal solution with makespan 35 at time: 958ms
