vars = 30151, values = 29701time: 170ms, objective = 101
time: 179ms, objective = 100
time: 186ms, objective = 98
time: 192ms, objective = 97
time: 198ms, objective = 96
time: 204ms, objective = 95
time: 211ms, objective = 94
time: 217ms, objective = 93
time: 224ms, objective = 91
time: 229ms, objective = 90
time: 234ms, objective = 89
time: 240ms, objective = 88
time: 244ms, objective = 87
time: 252ms, objective = 86
time: 256ms, objective = 85
time: 262ms, objective = 84
time: 267ms, objective = 83
time: 273ms, objective = 82
time: 278ms, objective = 79
time: 284ms, objective = 77
time: 290ms, objective = 73
time: 295ms, objective = 71
time: 300ms, objective = 69
time: 307ms, objective = 67
time: 312ms, objective = 66
time: 317ms, objective = 65
time: 335ms, objective = 63
time: 340ms, objective = 60
time: 344ms, objective = 59
time: 349ms, objective = 58
time: 353ms, objective = 57
time: 359ms, objective = 56
time: 363ms, objective = 55
time: 368ms, objective = 54
time: 372ms, objective = 52
time: 377ms, objective = 51
time: 381ms, objective = 50
time: 384ms, objective = 49
time: 388ms, objective = 48
time: 392ms, objective = 47
time: 396ms, objective = 46
time: 400ms, objective = 45
time: 404ms, objective = 44
time: 408ms, objective = 43
time: 411ms, objective = 42
time: 415ms, objective = 41
time: 418ms, objective = 40
time: 422ms, objective = 39
time: 425ms, objective = 38
time: 428ms, objective = 37
time: 432ms, objective = 36
time: 436ms, objective = 35
time: 439ms, objective = 34
time: 443ms, objective = 33
time: 447ms, objective = 32
time: 450ms, objective = 31
time: 453ms, objective = 30
time: 458ms, objective = 29
time: 461ms, objective = 28
time: 465ms, objective = 27
time: 470ms, objective = 26
time: 474ms, objective = 25
time: 478ms, objective = 24
Found optimal solution with makespan 24 at time: 480ms
