vars = 32465, values = 31981time: 161ms, objective = 243
time: 170ms, objective = 242
time: 183ms, objective = 241
time: 193ms, objective = 238
time: 214ms, objective = 237
time: 223ms, objective = 225
time: 234ms, objective = 224
time: 244ms, objective = 223
time: 251ms, objective = 222
time: 266ms, objective = 221
time: 274ms, objective = 220
time: 289ms, objective = 218
time: 301ms, objective = 217
time: 308ms, objective = 216
time: 323ms, objective = 215
time: 332ms, objective = 164
time: 344ms, objective = 161
time: 353ms, objective = 160
time: 363ms, objective = 128
time: 370ms, objective = 125
time: 383ms, objective = 123
time: 388ms, objective = 122
time: 397ms, objective = 120
time: 403ms, objective = 116
time: 410ms, objective = 115
time: 428ms, objective = 98
time: 435ms, objective = 97
time: 442ms, objective = 96
time: 449ms, objective = 94
time: 455ms, objective = 93
time: 462ms, objective = 91
time: 468ms, objective = 90
time: 474ms, objective = 86
time: 484ms, objective = 85
time: 490ms, objective = 69
time: 499ms, objective = 68
time: 506ms, objective = 66
time: 511ms, objective = 65
time: 517ms, objective = 60
time: 522ms, objective = 59
time: 527ms, objective = 58
time: 534ms, objective = 57
time: 539ms, objective = 52
time: 543ms, objective = 51
time: 547ms, objective = 49
time: 552ms, objective = 48
time: 556ms, objective = 45
time: 560ms, objective = 44
time: 564ms, objective = 43
time: 567ms, objective = 42
time: 570ms, objective = 38
time: 573ms, objective = 37
time: 577ms, objective = 36
time: 580ms, objective = 34
time: 584ms, objective = 32
time: 587ms, objective = 31
time: 589ms, objective = 29
time: 592ms, objective = 28
time: 594ms, objective = 27
Found optimal solution with makespan 27 at time: 596ms
