vars = 31855, values = 31381time: 178ms, objective = 52
time: 187ms, objective = 51
time: 191ms, objective = 50
time: 195ms, objective = 49
time: 199ms, objective = 48
time: 201ms, objective = 47
time: 204ms, objective = 46
time: 208ms, objective = 45
time: 211ms, objective = 44
time: 214ms, objective = 43
time: 217ms, objective = 42
time: 220ms, objective = 41
time: 223ms, objective = 40
time: 225ms, objective = 39
time: 228ms, objective = 38
time: 231ms, objective = 37
time: 236ms, objective = 36
time: 240ms, objective = 35
time: 243ms, objective = 34
Found optimal solution with makespan 34 at time: 244ms
