time: 216ms, objective = 249
time: 232ms, objective = 248
time: 238ms, objective = 247
time: 244ms, objective = 245
time: 250ms, objective = 244
time: 256ms, objective = 243
time: 262ms, objective = 242
time: 268ms, objective = 241
time: 273ms, objective = 239
time: 278ms, objective = 238
time: 283ms, objective = 237
time: 288ms, objective = 236
time: 293ms, objective = 235
time: 298ms, objective = 234
time: 304ms, objective = 232
time: 309ms, objective = 230
time: 315ms, objective = 228
time: 320ms, objective = 224
time: 325ms, objective = 223
time: 330ms, objective = 221
time: 335ms, objective = 220
time: 340ms, objective = 219
time: 345ms, objective = 218
time: 352ms, objective = 212
time: 358ms, objective = 207
time: 363ms, objective = 206
time: 379ms, objective = 204
time: 384ms, objective = 203
time: 389ms, objective = 202
time: 393ms, objective = 201
time: 398ms, objective = 200
time: 403ms, objective = 196
time: 408ms, objective = 193
time: 413ms, objective = 192
time: 418ms, objective = 191
time: 422ms, objective = 190
time: 427ms, objective = 189
time: 432ms, objective = 188
time: 437ms, objective = 186
time: 441ms, objective = 184
time: 447ms, objective = 182
time: 452ms, objective = 181
time: 457ms, objective = 180
time: 461ms, objective = 179
time: 466ms, objective = 176
time: 470ms, objective = 174
time: 475ms, objective = 173
time: 479ms, objective = 172
time: 483ms, objective = 170
time: 488ms, objective = 167
time: 492ms, objective = 166
time: 497ms, objective = 165
time: 501ms, objective = 164
time: 506ms, objective = 163
time: 510ms, objective = 162
time: 514ms, objective = 161
time: 519ms, objective = 160
time: 524ms, objective = 156
time: 528ms, objective = 153
time: 532ms, objective = 152
time: 538ms, objective = 151
time: 546ms, objective = 150
time: 551ms, objective = 148
time: 555ms, objective = 145
time: 560ms, objective = 142
time: 564ms, objective = 141
time: 568ms, objective = 138
time: 572ms, objective = 135
time: 577ms, objective = 134
time: 580ms, objective = 133
time: 585ms, objective = 132
time: 588ms, objective = 129
time: 592ms, objective = 125
time: 596ms, objective = 124
time: 600ms, objective = 122
time: 604ms, objective = 119
time: 608ms, objective = 117
time: 612ms, objective = 114
time: 616ms, objective = 113
time: 619ms, objective = 112
time: 623ms, objective = 109
time: 627ms, objective = 108
time: 631ms, objective = 107
time: 635ms, objective = 106
time: 639ms, objective = 103
time: 642ms, objective = 102
time: 646ms, objective = 101
time: 650ms, objective = 100
time: 654ms, objective = 99
time: 657ms, objective = 98
time: 661ms, objective = 97
time: 664ms, objective = 96
time: 668ms, objective = 94
time: 671ms, objective = 93
time: 675ms, objective = 91
time: 678ms, objective = 90
time: 682ms, objective = 89
time: 685ms, objective = 88
time: 689ms, objective = 87
time: 695ms, objective = 86
time: 699ms, objective = 85
time: 702ms, objective = 84
time: 706ms, objective = 81
time: 709ms, objective = 80
time: 713ms, objective = 79
time: 716ms, objective = 75
time: 719ms, objective = 74
time: 722ms, objective = 73
time: 726ms, objective = 72
time: 729ms, objective = 65
time: 732ms, objective = 64
time: 735ms, objective = 63
time: 738ms, objective = 62
time: 741ms, objective = 60
time: 744ms, objective = 57
time: 746ms, objective = 56
time: 749ms, objective = 55
time: 752ms, objective = 54
time: 755ms, objective = 52
time: 758ms, objective = 51
time: 760ms, objective = 48
time: 763ms, objective = 47
time: 766ms, objective = 45
time: 768ms, objective = 43
time: 771ms, objective = 42
time: 774ms, objective = 40
time: 776ms, objective = 39
Found optimal solution with makespan 39 at time: 777ms
