vars = 31733, values = 31261time: 170ms, objective = 142
time: 182ms, objective = 140
time: 188ms, objective = 139
time: 198ms, objective = 134
time: 205ms, objective = 133
time: 212ms, objective = 132
time: 218ms, objective = 131
time: 225ms, objective = 90
time: 233ms, objective = 89
time: 237ms, objective = 88
time: 241ms, objective = 87
time: 246ms, objective = 86
time: 250ms, objective = 85
time: 255ms, objective = 84
time: 259ms, objective = 83
time: 263ms, objective = 82
time: 268ms, objective = 81
time: 272ms, objective = 80
time: 277ms, objective = 79
time: 281ms, objective = 78
time: 286ms, objective = 77
time: 290ms, objective = 76
time: 295ms, objective = 75
time: 298ms, objective = 74
time: 302ms, objective = 73
time: 307ms, objective = 72
time: 324ms, objective = 71
time: 328ms, objective = 70
time: 333ms, objective = 69
time: 338ms, objective = 68
time: 343ms, objective = 67
time: 347ms, objective = 66
time: 352ms, objective = 65
time: 357ms, objective = 64
time: 361ms, objective = 63
time: 365ms, objective = 62
time: 370ms, objective = 61
time: 376ms, objective = 60
time: 382ms, objective = 59
time: 387ms, objective = 58
time: 391ms, objective = 57
time: 395ms, objective = 56
time: 400ms, objective = 55
time: 406ms, objective = 54
time: 415ms, objective = 53
time: 424ms, objective = 52
time: 428ms, objective = 51
time: 433ms, objective = 50
time: 683ms, objective = 49
time: 690ms, objective = 48
Found optimal solution with makespan 48 at time: 700ms
