vars = 30513, values = 30061time: 181ms, objective = 116
time: 190ms, objective = 115
time: 196ms, objective = 114
time: 201ms, objective = 113
time: 208ms, objective = 112
time: 217ms, objective = 111
time: 223ms, objective = 110
time: 231ms, objective = 109
time: 239ms, objective = 108
time: 245ms, objective = 107
time: 254ms, objective = 106
time: 262ms, objective = 105
time: 272ms, objective = 104
time: 278ms, objective = 103
time: 288ms, objective = 102
time: 296ms, objective = 101
time: 304ms, objective = 100
time: 311ms, objective = 99
time: 318ms, objective = 97
time: 326ms, objective = 96
time: 333ms, objective = 95
time: 340ms, objective = 94
time: 347ms, objective = 93
time: 352ms, objective = 92
time: 359ms, objective = 91
time: 378ms, objective = 90
time: 384ms, objective = 89
time: 391ms, objective = 88
time: 398ms, objective = 87
time: 403ms, objective = 86
time: 411ms, objective = 85
time: 417ms, objective = 84
time: 424ms, objective = 83
time: 430ms, objective = 82
time: 436ms, objective = 81
time: 442ms, objective = 80
time: 448ms, objective = 79
time: 456ms, objective = 78
time: 463ms, objective = 77
time: 469ms, objective = 76
time: 477ms, objective = 75
time: 485ms, objective = 74
time: 492ms, objective = 73
time: 497ms, objective = 72
time: 502ms, objective = 71
time: 509ms, objective = 70
time: 514ms, objective = 69
time: 520ms, objective = 68
time: 524ms, objective = 67
time: 530ms, objective = 66
time: 534ms, objective = 65
time: 540ms, objective = 64
time: 546ms, objective = 63
time: 551ms, objective = 62
time: 557ms, objective = 61
time: 562ms, objective = 59
time: 567ms, objective = 58
time: 573ms, objective = 57
time: 578ms, objective = 56
time: 584ms, objective = 55
time: 590ms, objective = 54
time: 596ms, objective = 53
time: 602ms, objective = 52
time: 607ms, objective = 51
time: 614ms, objective = 50
time: 619ms, objective = 49
time: 624ms, objective = 46
time: 630ms, objective = 45
time: 635ms, objective = 43
time: 641ms, objective = 42
time: 644ms, objective = 41
time: 649ms, objective = 40
time: 654ms, objective = 39
time: 659ms, objective = 38
time: 663ms, objective = 36
time: 666ms, objective = 35
time: 671ms, objective = 34
time: 675ms, objective = 33
time: 680ms, objective = 32
time: 684ms, objective = 31
time: 689ms, objective = 30
time: 692ms, objective = 29
Found optimal solution with makespan 29 at time: 697ms
