time: 210ms, objective = 237
time: 226ms, objective = 236
time: 232ms, objective = 235
time: 237ms, objective = 234
time: 243ms, objective = 233
time: 247ms, objective = 232
time: 252ms, objective = 230
time: 257ms, objective = 228
time: 262ms, objective = 226
time: 266ms, objective = 225
time: 271ms, objective = 224
time: 277ms, objective = 223
time: 281ms, objective = 221
time: 286ms, objective = 220
time: 290ms, objective = 219
time: 295ms, objective = 218
time: 300ms, objective = 217
time: 304ms, objective = 216
time: 309ms, objective = 215
time: 313ms, objective = 214
time: 319ms, objective = 213
time: 324ms, objective = 212
time: 328ms, objective = 209
time: 333ms, objective = 207
time: 337ms, objective = 204
time: 342ms, objective = 202
time: 359ms, objective = 201
time: 363ms, objective = 199
time: 367ms, objective = 198
time: 372ms, objective = 197
time: 376ms, objective = 196
time: 381ms, objective = 195
time: 385ms, objective = 194
time: 390ms, objective = 191
time: 394ms, objective = 190
time: 399ms, objective = 188
time: 403ms, objective = 186
time: 407ms, objective = 183
time: 413ms, objective = 181
time: 417ms, objective = 180
time: 421ms, objective = 179
time: 427ms, objective = 177
time: 431ms, objective = 175
time: 435ms, objective = 174
time: 440ms, objective = 173
time: 444ms, objective = 172
time: 448ms, objective = 171
time: 453ms, objective = 170
time: 457ms, objective = 168
time: 461ms, objective = 166
time: 466ms, objective = 165
time: 470ms, objective = 164
time: 474ms, objective = 162
time: 479ms, objective = 160
time: 483ms, objective = 159
time: 487ms, objective = 156
time: 491ms, objective = 154
time: 495ms, objective = 153
time: 499ms, objective = 152
time: 503ms, objective = 151
time: 507ms, objective = 149
time: 511ms, objective = 148
time: 515ms, objective = 145
time: 519ms, objective = 144
time: 523ms, objective = 143
time: 527ms, objective = 142
time: 531ms, objective = 140
time: 535ms, objective = 139
time: 539ms, objective = 138
time: 543ms, objective = 136
time: 547ms, objective = 135
time: 551ms, objective = 133
time: 555ms, objective = 131
time: 559ms, objective = 130
time: 563ms, objective = 129
time: 567ms, objective = 127
time: 571ms, objective = 124
time: 575ms, objective = 122
time: 579ms, objective = 118
time: 582ms, objective = 114
time: 586ms, objective = 113
time: 590ms, objective = 111
time: 594ms, objective = 110
time: 598ms, objective = 109
time: 602ms, objective = 108
time: 606ms, objective = 107
time: 609ms, objective = 104
time: 613ms, objective = 101
time: 616ms, objective = 100
time: 620ms, objective = 99
time: 623ms, objective = 97
time: 627ms, objective = 95
time: 630ms, objective = 94
time: 634ms, objective = 92
time: 637ms, objective = 91
time: 641ms, objective = 90
time: 644ms, objective = 89
time: 648ms, objective = 88
time: 652ms, objective = 87
time: 655ms, objective = 86
time: 658ms, objective = 85
time: 662ms, objective = 84
time: 665ms, objective = 82
time: 668ms, objective = 79
time: 671ms, objective = 77
time: 674ms, objective = 76
time: 677ms, objective = 75
time: 681ms, objective = 73
time: 685ms, objective = 72
time: 687ms, objective = 71
time: 690ms, objective = 69
time: 694ms, objective = 68
time: 697ms, objective = 66
time: 700ms, objective = 64
time: 703ms, objective = 63
time: 706ms, objective = 60
time: 709ms, objective = 59
time: 712ms, objective = 58
time: 715ms, objective = 57
time: 717ms, objective = 55
time: 721ms, objective = 54
time: 726ms, objective = 53
time: 730ms, objective = 51
time: 732ms, objective = 48
time: 735ms, objective = 47
time: 738ms, objective = 45
time: 742ms, objective = 44
time: 744ms, objective = 40
time: 747ms, objective = 39
time: 749ms, objective = 37
time: 752ms, objective = 36
time: 754ms, objective = 35
time: 757ms, objective = 34
time: 759ms, objective = 33
Found optimal solution with makespan 33 at time: 760ms
