time: 220ms, objective = 241
time: 238ms, objective = 240
time: 246ms, objective = 239
time: 252ms, objective = 238
time: 257ms, objective = 237
time: 264ms, objective = 236
time: 281ms, objective = 232
time: 286ms, objective = 231
time: 291ms, objective = 230
time: 296ms, objective = 228
time: 301ms, objective = 227
time: 306ms, objective = 226
time: 311ms, objective = 225
time: 316ms, objective = 224
time: 321ms, objective = 223
time: 327ms, objective = 222
time: 334ms, objective = 221
time: 339ms, objective = 220
time: 346ms, objective = 218
time: 350ms, objective = 217
time: 355ms, objective = 216
time: 362ms, objective = 215
time: 368ms, objective = 214
time: 373ms, objective = 213
time: 377ms, objective = 212
time: 382ms, objective = 211
time: 387ms, objective = 210
time: 392ms, objective = 209
time: 397ms, objective = 208
time: 401ms, objective = 205
time: 407ms, objective = 203
time: 414ms, objective = 202
time: 421ms, objective = 201
time: 428ms, objective = 199
time: 435ms, objective = 198
time: 441ms, objective = 197
time: 447ms, objective = 196
time: 452ms, objective = 194
time: 458ms, objective = 193
time: 463ms, objective = 192
time: 468ms, objective = 191
time: 473ms, objective = 190
time: 478ms, objective = 188
time: 483ms, objective = 187
time: 488ms, objective = 186
time: 493ms, objective = 184
time: 497ms, objective = 183
time: 501ms, objective = 182
time: 506ms, objective = 181
time: 510ms, objective = 180
time: 515ms, objective = 179
time: 520ms, objective = 178
time: 524ms, objective = 177
time: 529ms, objective = 176
time: 534ms, objective = 174
time: 538ms, objective = 173
time: 542ms, objective = 172
time: 547ms, objective = 170
time: 553ms, objective = 167
time: 559ms, objective = 166
time: 564ms, objective = 165
time: 568ms, objective = 162
time: 573ms, objective = 160
time: 577ms, objective = 158
time: 581ms, objective = 157
time: 585ms, objective = 156
time: 590ms, objective = 152
time: 594ms, objective = 151
time: 598ms, objective = 150
time: 602ms, objective = 149
time: 606ms, objective = 148
time: 611ms, objective = 145
time: 615ms, objective = 144
time: 619ms, objective = 143
time: 624ms, objective = 142
time: 628ms, objective = 141
time: 632ms, objective = 139
time: 636ms, objective = 136
time: 641ms, objective = 135
time: 644ms, objective = 134
time: 649ms, objective = 132
time: 653ms, objective = 131
time: 657ms, objective = 128
time: 661ms, objective = 127
time: 665ms, objective = 126
time: 668ms, objective = 123
time: 672ms, objective = 122
time: 676ms, objective = 120
time: 680ms, objective = 118
time: 684ms, objective = 117
time: 688ms, objective = 116
time: 691ms, objective = 115
time: 695ms, objective = 113
time: 699ms, objective = 112
time: 703ms, objective = 111
time: 707ms, objective = 110
time: 711ms, objective = 109
time: 715ms, objective = 108
time: 718ms, objective = 107
time: 722ms, objective = 105
time: 727ms, objective = 103
time: 730ms, objective = 102
time: 734ms, objective = 100
time: 737ms, objective = 99
time: 741ms, objective = 97
time: 745ms, objective = 94
time: 748ms, objective = 93
time: 752ms, objective = 91
time: 755ms, objective = 90
time: 759ms, objective = 88
time: 763ms, objective = 87
time: 766ms, objective = 84
time: 770ms, objective = 83
time: 773ms, objective = 82
time: 777ms, objective = 81
time: 781ms, objective = 80
time: 784ms, objective = 79
time: 787ms, objective = 78
time: 791ms, objective = 74
time: 796ms, objective = 73
time: 799ms, objective = 71
time: 802ms, objective = 70
time: 805ms, objective = 69
time: 808ms, objective = 68
time: 812ms, objective = 67
time: 816ms, objective = 65
time: 820ms, objective = 64
time: 824ms, objective = 63
time: 827ms, objective = 61
time: 830ms, objective = 59
time: 833ms, objective = 58
time: 837ms, objective = 57
time: 840ms, objective = 56
time: 843ms, objective = 54
time: 847ms, objective = 53
time: 849ms, objective = 52
time: 852ms, objective = 50
time: 855ms, objective = 47
time: 858ms, objective = 45
time: 861ms, objective = 43
time: 864ms, objective = 40
time: 866ms, objective = 38
time: 869ms, objective = 37
time: 871ms, objective = 36
time: 874ms, objective = 34
Found optimal solution with makespan 34 at time: 876ms
