vars = 32709, values = 32221time: 193ms, objective = 199
time: 209ms, objective = 198
time: 218ms, objective = 196
time: 227ms, objective = 195
time: 241ms, objective = 194
time: 249ms, objective = 192
time: 262ms, objective = 191
time: 271ms, objective = 189
time: 280ms, objective = 185
time: 294ms, objective = 180
time: 304ms, objective = 178
time: 315ms, objective = 177
time: 326ms, objective = 176
time: 335ms, objective = 175
time: 346ms, objective = 174
time: 354ms, objective = 173
time: 364ms, objective = 172
time: 373ms, objective = 171
time: 392ms, objective = 169
time: 400ms, objective = 167
time: 414ms, objective = 166
time: 421ms, objective = 165
time: 434ms, objective = 164
time: 444ms, objective = 163
time: 456ms, objective = 162
time: 475ms, objective = 160
time: 487ms, objective = 159
time: 496ms, objective = 158
time: 506ms, objective = 157
time: 513ms, objective = 156
time: 528ms, objective = 154
time: 537ms, objective = 153
time: 552ms, objective = 152
time: 559ms, objective = 151
time: 565ms, objective = 146
time: 579ms, objective = 145
time: 587ms, objective = 141
time: 595ms, objective = 140
time: 602ms, objective = 139
time: 611ms, objective = 138
time: 620ms, objective = 132
time: 631ms, objective = 131
time: 640ms, objective = 130
time: 646ms, objective = 128
time: 653ms, objective = 123
time: 658ms, objective = 122
time: 665ms, objective = 120
time: 670ms, objective = 119
time: 677ms, objective = 118
time: 684ms, objective = 117
time: 691ms, objective = 116
time: 696ms, objective = 115
time: 705ms, objective = 114
time: 710ms, objective = 112
time: 719ms, objective = 110
time: 726ms, objective = 108
time: 733ms, objective = 102
time: 738ms, objective = 101
time: 746ms, objective = 99
time: 752ms, objective = 98
time: 760ms, objective = 97
time: 767ms, objective = 96
time: 773ms, objective = 92
time: 777ms, objective = 91
time: 784ms, objective = 90
time: 790ms, objective = 89
time: 796ms, objective = 88
time: 803ms, objective = 87
time: 809ms, objective = 86
time: 815ms, objective = 85
time: 820ms, objective = 84
time: 826ms, objective = 83
time: 831ms, objective = 82
time: 840ms, objective = 81
time: 847ms, objective = 80
time: 852ms, objective = 79
time: 858ms, objective = 78
time: 864ms, objective = 77
time: 870ms, objective = 71
time: 875ms, objective = 68
time: 880ms, objective = 67
time: 885ms, objective = 66
time: 890ms, objective = 65
time: 894ms, objective = 63
time: 898ms, objective = 62
time: 902ms, objective = 60
time: 907ms, objective = 59
time: 911ms, objective = 58
time: 916ms, objective = 56
time: 920ms, objective = 55
time: 924ms, objective = 52
time: 928ms, objective = 51
time: 931ms, objective = 50
time: 935ms, objective = 49
time: 939ms, objective = 48
time: 943ms, objective = 47
time: 947ms, objective = 46
time: 950ms, objective = 44
time: 954ms, objective = 43
time: 957ms, objective = 42
time: 960ms, objective = 41
time: 963ms, objective = 40
time: 967ms, objective = 39
time: 970ms, objective = 38
time: 974ms, objective = 37
time: 977ms, objective = 36
time: 979ms, objective = 35
time: 983ms, objective = 34
time: 985ms, objective = 33
time: 988ms, objective = 32
time: 991ms, objective = 31
time: 993ms, objective = 30
time: 996ms, objective = 29
time: 998ms, objective = 28
Found optimal solution with makespan 28 at time: 999ms
