vars = 33685, values = 33181time: 211ms, objective = 79
time: 223ms, objective = 78
time: 230ms, objective = 77
time: 236ms, objective = 76
time: 242ms, objective = 75
time: 249ms, objective = 74
time: 254ms, objective = 73
time: 261ms, objective = 72
time: 268ms, objective = 71
time: 274ms, objective = 70
time: 281ms, objective = 69
time: 287ms, objective = 68
time: 292ms, objective = 67
time: 299ms, objective = 66
time: 305ms, objective = 65
time: 309ms, objective = 64
time: 318ms, objective = 63
time: 324ms, objective = 62
time: 328ms, objective = 61
time: 335ms, objective = 60
time: 350ms, objective = 59
time: 355ms, objective = 58
time: 361ms, objective = 57
time: 370ms, objective = 56
time: 402ms, objective = 55
time: 416ms, objective = 54
time: 433ms, objective = 53
time: 700ms, objective = 52
time: 706ms, objective = 51
time: 724ms, objective = 50
time: 851ms, objective = 49
time: 977ms, objective = 48
time: 1s, objective = 47
time: 1s, objective = 46
time: 1s, objective = 45
Found optimal solution with makespan 45 at time: 1s
