vars = 30269, values = 29821time: 171ms, objective = 40
time: 180ms, objective = 39
time: 185ms, objective = 38
time: 188ms, objective = 37
time: 191ms, objective = 36
time: 194ms, objective = 35
time: 197ms, objective = 34
time: 199ms, objective = 33
time: 202ms, objective = 32
time: 205ms, objective = 31
time: 209ms, objective = 30
time: 214ms, objective = 29
time: 217ms, objective = 28
time: 220ms, objective = 27
time: 225ms, objective = 26
Found optimal solution with makespan 26 at time: 226ms
