vars = 31977, values = 31501time: 195ms, objective = 65
time: 206ms, objective = 63
time: 212ms, objective = 62
time: 217ms, objective = 61
time: 222ms, objective = 60
time: 226ms, objective = 59
time: 236ms, objective = 58
time: 243ms, objective = 57
time: 247ms, objective = 56
time: 258ms, objective = 55
time: 263ms, objective = 54
time: 268ms, objective = 53
time: 273ms, objective = 52
time: 278ms, objective = 51
time: 284ms, objective = 50
time: 290ms, objective = 49
time: 294ms, objective = 48
time: 810ms, objective = 47
time: 2s, objective = 46
Found optimal solution with makespan 46 at time: 2s
