vars = 31981, values = 31501time: 206ms, objective = 53
time: 215ms, objective = 52
time: 220ms, objective = 51
time: 224ms, objective = 50
time: 228ms, objective = 49
time: 233ms, objective = 48
time: 238ms, objective = 47
time: 242ms, objective = 46
time: 246ms, objective = 45
time: 249ms, objective = 44
time: 256ms, objective = 43
time: 261ms, objective = 42
time: 265ms, objective = 41
time: 269ms, objective = 40
time: 273ms, objective = 39
time: 278ms, objective = 38
Found optimal solution with makespan 38 at time: 284ms
