vars = 30513, values = 30061time: 209ms, objective = 72
time: 217ms, objective = 69
time: 221ms, objective = 66
time: 225ms, objective = 64
time: 232ms, objective = 63
time: 235ms, objective = 62
time: 238ms, objective = 61
time: 242ms, objective = 60
time: 246ms, objective = 59
time: 249ms, objective = 58
time: 252ms, objective = 57
time: 256ms, objective = 56
time: 260ms, objective = 55
time: 263ms, objective = 54
time: 267ms, objective = 53
time: 270ms, objective = 52
time: 273ms, objective = 51
time: 276ms, objective = 50
time: 279ms, objective = 49
time: 282ms, objective = 48
time: 285ms, objective = 47
time: 288ms, objective = 46
time: 292ms, objective = 45
time: 295ms, objective = 44
time: 299ms, objective = 43
time: 303ms, objective = 42
time: 318ms, objective = 41
time: 322ms, objective = 40
time: 325ms, objective = 39
time: 331ms, objective = 38
time: 339ms, objective = 37
time: 346ms, objective = 36
time: 350ms, objective = 35
time: 360ms, objective = 34
time: 402ms, objective = 33
time: 570ms, objective = 32
Found optimal solution with makespan 32 at time: 609ms
