optimal,31, 665ms
,,
optimal,25, 858ms
,,
optimal,27, 952ms
,,
optimal,34, 531ms
,,
optimal,30, 487ms
,,
optimal,27, 992ms
,,
optimal,31, 1s
,,
optimal,35, 679ms
,,
optimal,26, 760ms
,,
optimal,32, 739ms
,,
optimal,26, 857ms
,,
optimal,32, 1s
,,
optimal,28, 814ms
,,
optimal,24, 838ms
,,
optimal,36, 746ms
,,
optimal,33, 794ms
,,
optimal,25, 941ms
,,
optimal,22, 778ms
,,
optimal,31, 846ms
,,
optimal,38, 238ms
,,
optimal,35, 811ms
,,
optimal,35, 894ms
,,
optimal,28, 872ms
,,
optimal,31, 234ms
,,
optimal,35, 676ms
,,
optimal,35, 232ms
,,
optimal,33, 915ms
,,
optimal,32, 237ms
,,
optimal,30, 829ms
,,
optimal,26, 784ms
,,
optimal,29, 777ms
,,
optimal,28, 227ms
,,
optimal,31, 872ms
,,
optimal,34, 221ms
,,
optimal,29, 252ms
,,
optimal,25, 242ms
,,
optimal,34, 894ms
,,
optimal,27, 888ms
,,
optimal,28, 874ms
,,
optimal,22, 235ms
,,
optimal,37, 876ms
,,
satisfiable,43, 31s
,,
optimal,40, 20s
,,
satisfiable,42, 30s
,,
satisfiable,42, 31s
,,
satisfiable,38, 31s
,,
optimal,38, 8s
,,
optimal,41, 17s
,,
optimal,28, 586ms
,,
satisfiable,31, 31s
,,
optimal,37, 1s
,,
optimal,29, 894ms
,,
optimal,32, 1s
,,
optimal,30, 1s
,,
optimal,34, 960ms
,,
optimal,26, 685ms
,,
optimal,29, 870ms
,,
optimal,34, 228ms
,,
optimal,41, 921ms
,,
optimal,31, 935ms
,,
optimal,40, 238ms
,,
optimal,38, 772ms
,,
optimal,34, 881ms
,,
optimal,33, 928ms
,,
optimal,30, 233ms
,,
optimal,24, 1s
,,
optimal,22, 886ms
,,
optimal,27, 872ms
,,
optimal,23, 909ms
,,
optimal,28, 594ms
,,
optimal,27, 240ms
,,
optimal,32, 900ms
,,
optimal,41, 757ms
,,
optimal,23, 1s
,,
optimal,19, 872ms
,,
optimal,30, 1s
,,
optimal,30, 1s
,,
optimal,22, 232ms
,,
optimal,25, 241ms
,,
optimal,24, 221ms
,,
optimal,34, 906ms
,,
optimal,26, 782ms
,,
optimal,26, 890ms
,,
optimal,33, 1s
,,
optimal,39, 808ms
,,
optimal,29, 816ms
,,
optimal,33, 744ms
,,
optimal,32, 849ms
,,
optimal,31, 820ms
,,
optimal,34, 767ms
,,
optimal,28, 698ms
,,
optimal,33, 797ms
,,
optimal,33, 825ms
,,
optimal,35, 792ms
,,
optimal,31, 238ms
,,
optimal,21, 868ms
,,
optimal,25, 233ms
,,
optimal,35, 921ms
,,
optimal,18, 1s
,,
optimal,25, 812ms
,,
optimal,35, 763ms
,,
optimal,29, 225ms
,,
optimal,21, 221ms
,,
optimal,31, 234ms
,,
optimal,30, 1s
,,
optimal,27, 232ms
,,
optimal,24, 892ms
,,
optimal,36, 232ms
,,
optimal,34, 250ms
,,
optimal,25, 803ms
,,
optimal,30, 236ms
,,
optimal,28, 249ms
,,
optimal,25, 250ms
,,
optimal,27, 237ms
,,
optimal,35, 232ms
,,
optimal,29, 253ms
,,
optimal,24, 233ms
,,
optimal,30, 236ms
,,
optimal,33, 230ms
,,
optimal,26, 238ms
,,
optimal,38, 2s
,,
optimal,45, 3s
,,
satisfiable,34, 31s
,,
satisfiable,36, 30s
,,
optimal,37, 2s
,,
optimal,37, 14s
,,
optimal,33, 5s
,,
satisfiable,36, 31s
,,
optimal,44, 2s
,,
optimal,32, 4s
,,
optimal,26, 1s
,,
optimal,23, 821ms
,,
optimal,36, 834ms
,,
optimal,25, 911ms
,,
optimal,26, 1s
,,
