vars = 30273, values = 29821time: 220ms, objective = 141
time: 234ms, objective = 139
time: 252ms, objective = 138
time: 268ms, objective = 131
time: 283ms, objective = 130
time: 302ms, objective = 129
time: 316ms, objective = 128
time: 331ms, objective = 127
time: 346ms, objective = 126
time: 363ms, objective = 125
time: 376ms, objective = 120
time: 390ms, objective = 119
time: 408ms, objective = 117
time: 426ms, objective = 116
time: 436ms, objective = 114
time: 452ms, objective = 112
time: 463ms, objective = 111
time: 480ms, objective = 110
time: 490ms, objective = 108
time: 507ms, objective = 107
time: 520ms, objective = 106
time: 534ms, objective = 105
time: 547ms, objective = 104
time: 557ms, objective = 103
time: 569ms, objective = 101
time: 593ms, objective = 100
time: 606ms, objective = 98
time: 620ms, objective = 97
time: 630ms, objective = 95
time: 644ms, objective = 94
time: 655ms, objective = 86
time: 666ms, objective = 85
time: 679ms, objective = 84
time: 689ms, objective = 83
time: 698ms, objective = 82
time: 710ms, objective = 81
time: 720ms, objective = 77
time: 729ms, objective = 75
time: 741ms, objective = 74
time: 750ms, objective = 73
time: 757ms, objective = 72
time: 764ms, objective = 70
time: 776ms, objective = 67
time: 786ms, objective = 66
time: 793ms, objective = 61
time: 803ms, objective = 60
time: 810ms, objective = 57
time: 816ms, objective = 55
time: 821ms, objective = 54
time: 828ms, objective = 53
time: 833ms, objective = 52
time: 841ms, objective = 51
time: 846ms, objective = 49
time: 851ms, objective = 48
time: 856ms, objective = 47
time: 861ms, objective = 46
time: 866ms, objective = 45
time: 872ms, objective = 44
time: 878ms, objective = 43
time: 883ms, objective = 42
time: 888ms, objective = 41
time: 892ms, objective = 40
time: 896ms, objective = 39
time: 901ms, objective = 38
time: 907ms, objective = 36
time: 911ms, objective = 35
time: 918ms, objective = 34
time: 922ms, objective = 33
time: 927ms, objective = 32
time: 931ms, objective = 31
time: 938ms, objective = 30
time: 945ms, objective = 29
time: 950ms, objective = 28
Found optimal solution with makespan 28 at time: 956ms
