vars = 30879, values = 30421time: 190ms, objective = 37
time: 199ms, objective = 36
time: 205ms, objective = 35
time: 210ms, objective = 34
time: 214ms, objective = 32
time: 219ms, objective = 31
time: 226ms, objective = 30
time: 230ms, objective = 29
time: 234ms, objective = 28
time: 239ms, objective = 27
time: 245ms, objective = 26
time: 249ms, objective = 25
time: 252ms, objective = 24
time: 258ms, objective = 23
time: 262ms, objective = 22
time: 267ms, objective = 21
time: 272ms, objective = 20
time: 278ms, objective = 19
Found optimal solution with makespan 19 at time: 284ms
