vars = 32835, values = 32341time: 173ms, objective = 59
time: 182ms, objective = 58
time: 188ms, objective = 57
time: 194ms, objective = 56
time: 198ms, objective = 55
time: 205ms, objective = 54
time: 210ms, objective = 53
time: 214ms, objective = 52
time: 220ms, objective = 51
time: 223ms, objective = 50
time: 228ms, objective = 49
time: 233ms, objective = 48
time: 242ms, objective = 47
time: 246ms, objective = 46
time: 252ms, objective = 45
time: 258ms, objective = 44
time: 285ms, objective = 43
time: 290ms, objective = 42
time: 293ms, objective = 41
Found optimal solution with makespan 41 at time: 315ms
