vars = 31615, values = 31141time: 172ms, objective = 59
time: 181ms, objective = 58
time: 187ms, objective = 56
time: 191ms, objective = 55
time: 195ms, objective = 54
time: 200ms, objective = 53
time: 204ms, objective = 52
time: 207ms, objective = 51
time: 210ms, objective = 50
time: 214ms, objective = 49
time: 225ms, objective = 48
time: 235ms, objective = 47
time: 960ms, objective = 46
time: 1s, objective = 45
time: 1s, objective = 44
time: 2s, objective = 43
time: 9s, objective = 42
time: 14s, objective = 41
Found satisfiable solution with makespan 41 at time: 31s
