vars = 30147, values = 29701time: 194ms, objective = 98
time: 206ms, objective = 97
time: 212ms, objective = 94
time: 220ms, objective = 93
time: 226ms, objective = 92
time: 235ms, objective = 90
time: 242ms, objective = 89
time: 250ms, objective = 88
time: 257ms, objective = 87
time: 266ms, objective = 85
time: 272ms, objective = 84
time: 281ms, objective = 83
time: 287ms, objective = 82
time: 295ms, objective = 81
time: 301ms, objective = 80
time: 309ms, objective = 79
time: 315ms, objective = 78
time: 321ms, objective = 75
time: 327ms, objective = 74
time: 334ms, objective = 71
time: 340ms, objective = 70
time: 347ms, objective = 67
time: 353ms, objective = 66
time: 360ms, objective = 64
time: 366ms, objective = 63
time: 372ms, objective = 60
time: 378ms, objective = 55
time: 385ms, objective = 53
time: 389ms, objective = 52
time: 395ms, objective = 51
time: 401ms, objective = 50
time: 406ms, objective = 49
time: 413ms, objective = 48
time: 418ms, objective = 46
time: 423ms, objective = 45
time: 430ms, objective = 44
time: 435ms, objective = 43
time: 439ms, objective = 39
time: 445ms, objective = 38
time: 450ms, objective = 37
time: 454ms, objective = 36
time: 463ms, objective = 35
time: 467ms, objective = 34
time: 474ms, objective = 33
time: 2s, objective = 32
time: 3s, objective = 31
Found satisfiable solution with makespan 31 at time: 31s
