vars = 29293, values = 28861time: 172ms, objective = 133
time: 179ms, objective = 132
time: 187ms, objective = 131
time: 193ms, objective = 122
time: 199ms, objective = 120
time: 204ms, objective = 116
time: 210ms, objective = 115
time: 215ms, objective = 112
time: 221ms, objective = 111
time: 226ms, objective = 109
time: 231ms, objective = 106
time: 236ms, objective = 102
time: 242ms, objective = 101
time: 247ms, objective = 100
time: 254ms, objective = 95
time: 260ms, objective = 91
time: 265ms, objective = 90
time: 270ms, objective = 85
time: 276ms, objective = 84
time: 280ms, objective = 83
time: 285ms, objective = 82
time: 289ms, objective = 81
time: 294ms, objective = 77
time: 299ms, objective = 75
time: 303ms, objective = 74
time: 320ms, objective = 73
time: 324ms, objective = 72
time: 329ms, objective = 66
time: 333ms, objective = 65
time: 338ms, objective = 59
time: 342ms, objective = 57
time: 346ms, objective = 48
time: 350ms, objective = 47
time: 354ms, objective = 46
time: 357ms, objective = 43
time: 360ms, objective = 42
time: 367ms, objective = 41
time: 370ms, objective = 40
time: 373ms, objective = 39
time: 378ms, objective = 38
time: 383ms, objective = 37
time: 390ms, objective = 36
time: 399ms, objective = 35
Found optimal solution with makespan 35 at time: 402ms
