time: 204ms, objective = 229
time: 225ms, objective = 228
time: 232ms, objective = 227
time: 238ms, objective = 226
time: 243ms, objective = 225
time: 249ms, objective = 224
time: 255ms, objective = 223
time: 260ms, objective = 222
time: 266ms, objective = 221
time: 272ms, objective = 220
time: 278ms, objective = 219
time: 284ms, objective = 217
time: 289ms, objective = 216
time: 293ms, objective = 215
time: 299ms, objective = 213
time: 304ms, objective = 212
time: 309ms, objective = 211
time: 315ms, objective = 208
time: 320ms, objective = 207
time: 325ms, objective = 206
time: 330ms, objective = 205
time: 335ms, objective = 204
time: 340ms, objective = 203
time: 345ms, objective = 202
time: 350ms, objective = 201
time: 355ms, objective = 199
time: 371ms, objective = 197
time: 376ms, objective = 196
time: 381ms, objective = 195
time: 385ms, objective = 194
time: 390ms, objective = 193
time: 395ms, objective = 192
time: 399ms, objective = 190
time: 404ms, objective = 189
time: 409ms, objective = 187
time: 414ms, objective = 186
time: 418ms, objective = 185
time: 423ms, objective = 184
time: 428ms, objective = 183
time: 433ms, objective = 181
time: 437ms, objective = 179
time: 442ms, objective = 178
time: 447ms, objective = 177
time: 452ms, objective = 176
time: 456ms, objective = 175
time: 461ms, objective = 174
time: 465ms, objective = 173
time: 470ms, objective = 172
time: 474ms, objective = 171
time: 479ms, objective = 170
time: 484ms, objective = 169
time: 489ms, objective = 167
time: 493ms, objective = 166
time: 498ms, objective = 164
time: 502ms, objective = 163
time: 507ms, objective = 162
time: 511ms, objective = 161
time: 516ms, objective = 160
time: 520ms, objective = 156
time: 524ms, objective = 154
time: 529ms, objective = 153
time: 534ms, objective = 152
time: 538ms, objective = 151
time: 542ms, objective = 149
time: 547ms, objective = 148
time: 553ms, objective = 147
time: 557ms, objective = 146
time: 561ms, objective = 145
time: 566ms, objective = 144
time: 570ms, objective = 143
time: 574ms, objective = 142
time: 578ms, objective = 140
time: 583ms, objective = 139
time: 587ms, objective = 138
time: 592ms, objective = 137
time: 596ms, objective = 133
time: 600ms, objective = 132
time: 604ms, objective = 131
time: 609ms, objective = 130
time: 613ms, objective = 129
time: 617ms, objective = 128
time: 621ms, objective = 127
time: 625ms, objective = 126
time: 629ms, objective = 125
time: 633ms, objective = 124
time: 637ms, objective = 122
time: 641ms, objective = 121
time: 645ms, objective = 119
time: 649ms, objective = 117
time: 654ms, objective = 115
time: 659ms, objective = 113
time: 663ms, objective = 111
time: 667ms, objective = 109
time: 672ms, objective = 108
time: 676ms, objective = 106
time: 680ms, objective = 104
time: 684ms, objective = 103
time: 688ms, objective = 101
time: 692ms, objective = 99
time: 695ms, objective = 98
time: 700ms, objective = 95
time: 704ms, objective = 93
time: 708ms, objective = 92
time: 712ms, objective = 91
time: 716ms, objective = 90
time: 720ms, objective = 89
time: 724ms, objective = 88
time: 727ms, objective = 85
time: 731ms, objective = 83
time: 735ms, objective = 81
time: 738ms, objective = 80
time: 742ms, objective = 79
time: 745ms, objective = 78
time: 749ms, objective = 77
time: 752ms, objective = 76
time: 756ms, objective = 75
time: 759ms, objective = 74
time: 763ms, objective = 73
time: 767ms, objective = 72
time: 771ms, objective = 69
time: 775ms, objective = 68
time: 779ms, objective = 64
time: 782ms, objective = 63
time: 786ms, objective = 62
time: 789ms, objective = 60
time: 792ms, objective = 59
time: 795ms, objective = 54
time: 799ms, objective = 52
time: 802ms, objective = 51
time: 805ms, objective = 50
time: 808ms, objective = 49
time: 812ms, objective = 47
time: 815ms, objective = 46
time: 818ms, objective = 44
time: 822ms, objective = 43
time: 825ms, objective = 41
time: 828ms, objective = 39
time: 832ms, objective = 38
time: 835ms, objective = 37
time: 838ms, objective = 36
time: 842ms, objective = 34
time: 846ms, objective = 33
time: 850ms, objective = 31
time: 853ms, objective = 26
time: 857ms, objective = 25
time: 860ms, objective = 23
time: 864ms, objective = 22
time: 867ms, objective = 21
time: 870ms, objective = 20
Found optimal solution with makespan 20 at time: 872ms
