time: 240ms, objective = 248
time: 260ms, objective = 247
time: 270ms, objective = 246
time: 280ms, objective = 245
time: 288ms, objective = 244
time: 293ms, objective = 243
time: 300ms, objective = 242
time: 305ms, objective = 240
time: 312ms, objective = 238
time: 318ms, objective = 233
time: 324ms, objective = 232
time: 331ms, objective = 231
time: 338ms, objective = 230
time: 344ms, objective = 229
time: 349ms, objective = 228
time: 355ms, objective = 227
time: 361ms, objective = 225
time: 366ms, objective = 220
time: 372ms, objective = 218
time: 378ms, objective = 217
time: 384ms, objective = 216
time: 390ms, objective = 214
time: 396ms, objective = 212
time: 402ms, objective = 211
time: 410ms, objective = 210
time: 417ms, objective = 208
time: 434ms, objective = 206
time: 440ms, objective = 205
time: 447ms, objective = 203
time: 452ms, objective = 202
time: 457ms, objective = 201
time: 462ms, objective = 200
time: 467ms, objective = 198
time: 472ms, objective = 197
time: 477ms, objective = 196
time: 482ms, objective = 194
time: 488ms, objective = 193
time: 493ms, objective = 192
time: 498ms, objective = 191
time: 503ms, objective = 190
time: 508ms, objective = 189
time: 514ms, objective = 188
time: 519ms, objective = 186
time: 525ms, objective = 185
time: 531ms, objective = 183
time: 537ms, objective = 181
time: 542ms, objective = 179
time: 547ms, objective = 177
time: 552ms, objective = 175
time: 557ms, objective = 173
time: 562ms, objective = 172
time: 567ms, objective = 171
time: 572ms, objective = 167
time: 577ms, objective = 165
time: 582ms, objective = 162
time: 587ms, objective = 161
time: 592ms, objective = 160
time: 597ms, objective = 159
time: 603ms, objective = 158
time: 608ms, objective = 157
time: 613ms, objective = 156
time: 617ms, objective = 155
time: 622ms, objective = 153
time: 626ms, objective = 151
time: 631ms, objective = 150
time: 637ms, objective = 149
time: 644ms, objective = 148
time: 650ms, objective = 147
time: 655ms, objective = 146
time: 662ms, objective = 145
time: 670ms, objective = 144
time: 679ms, objective = 143
time: 685ms, objective = 142
time: 694ms, objective = 141
time: 700ms, objective = 139
time: 706ms, objective = 138
time: 713ms, objective = 137
time: 718ms, objective = 136
time: 725ms, objective = 135
time: 730ms, objective = 133
time: 735ms, objective = 132
time: 740ms, objective = 130
time: 746ms, objective = 128
time: 751ms, objective = 126
time: 756ms, objective = 125
time: 762ms, objective = 122
time: 769ms, objective = 121
time: 774ms, objective = 119
time: 779ms, objective = 118
time: 784ms, objective = 115
time: 790ms, objective = 113
time: 795ms, objective = 111
time: 800ms, objective = 108
time: 806ms, objective = 106
time: 812ms, objective = 105
time: 818ms, objective = 104
time: 824ms, objective = 102
time: 828ms, objective = 100
time: 833ms, objective = 98
time: 839ms, objective = 97
time: 844ms, objective = 95
time: 849ms, objective = 94
time: 854ms, objective = 91
time: 859ms, objective = 90
time: 865ms, objective = 89
time: 871ms, objective = 87
time: 877ms, objective = 86
time: 884ms, objective = 85
time: 889ms, objective = 84
time: 893ms, objective = 83
time: 899ms, objective = 82
time: 903ms, objective = 81
time: 908ms, objective = 80
time: 912ms, objective = 79
time: 917ms, objective = 78
time: 921ms, objective = 77
time: 925ms, objective = 75
time: 929ms, objective = 74
time: 932ms, objective = 73
time: 936ms, objective = 72
time: 940ms, objective = 71
time: 944ms, objective = 70
time: 948ms, objective = 67
time: 952ms, objective = 66
time: 955ms, objective = 65
time: 960ms, objective = 63
time: 964ms, objective = 62
time: 968ms, objective = 61
time: 973ms, objective = 59
time: 976ms, objective = 58
time: 982ms, objective = 57
time: 986ms, objective = 56
time: 990ms, objective = 55
time: 994ms, objective = 54
time: 997ms, objective = 52
time: 1s, objective = 51
time: 1s, objective = 50
time: 1s, objective = 49
time: 1s, objective = 48
time: 1s, objective = 47
time: 1s, objective = 45
time: 1s, objective = 44
time: 1s, objective = 43
time: 1s, objective = 42
time: 1s, objective = 41
time: 1s, objective = 40
time: 1s, objective = 39
time: 1s, objective = 38
Found optimal solution with makespan 38 at time: 1s
