vars = 31855, values = 31381time: 188ms, objective = 238
time: 199ms, objective = 237
time: 216ms, objective = 236
time: 227ms, objective = 235
time: 251ms, objective = 234
time: 266ms, objective = 233
time: 282ms, objective = 232
time: 300ms, objective = 231
time: 312ms, objective = 229
time: 328ms, objective = 228
time: 341ms, objective = 227
time: 349ms, objective = 226
time: 371ms, objective = 225
time: 383ms, objective = 223
time: 409ms, objective = 222
time: 422ms, objective = 205
time: 442ms, objective = 204
time: 452ms, objective = 203
time: 472ms, objective = 202
time: 486ms, objective = 200
time: 503ms, objective = 199
time: 517ms, objective = 198
time: 537ms, objective = 191
time: 549ms, objective = 189
time: 566ms, objective = 187
time: 581ms, objective = 186
time: 597ms, objective = 185
time: 613ms, objective = 178
time: 626ms, objective = 177
time: 637ms, objective = 175
time: 650ms, objective = 173
time: 664ms, objective = 171
time: 684ms, objective = 170
time: 696ms, objective = 169
time: 715ms, objective = 168
time: 728ms, objective = 167
time: 749ms, objective = 164
time: 762ms, objective = 162
time: 778ms, objective = 161
time: 792ms, objective = 160
time: 806ms, objective = 158
time: 822ms, objective = 154
time: 838ms, objective = 153
time: 851ms, objective = 145
time: 866ms, objective = 144
time: 876ms, objective = 143
time: 888ms, objective = 142
time: 901ms, objective = 141
time: 916ms, objective = 139
time: 931ms, objective = 138
time: 944ms, objective = 137
time: 958ms, objective = 136
time: 972ms, objective = 133
time: 984ms, objective = 130
time: 997ms, objective = 129
time: 1s, objective = 125
time: 1s, objective = 124
time: 1s, objective = 122
time: 1s, objective = 121
time: 1s, objective = 116
time: 1s, objective = 115
time: 1s, objective = 114
time: 1s, objective = 112
time: 1s, objective = 109
time: 1s, objective = 108
time: 1s, objective = 106
time: 1s, objective = 105
time: 1s, objective = 102
time: 1s, objective = 101
time: 1s, objective = 95
time: 1s, objective = 94
time: 1s, objective = 93
time: 1s, objective = 92
time: 1s, objective = 88
time: 1s, objective = 87
time: 1s, objective = 86
time: 1s, objective = 81
time: 1s, objective = 80
time: 1s, objective = 79
time: 1s, objective = 78
time: 1s, objective = 77
time: 1s, objective = 75
time: 1s, objective = 74
time: 1s, objective = 72
time: 1s, objective = 71
time: 1s, objective = 70
time: 1s, objective = 69
time: 1s, objective = 68
time: 1s, objective = 67
time: 1s, objective = 66
time: 1s, objective = 65
time: 1s, objective = 64
time: 1s, objective = 63
time: 1s, objective = 62
time: 1s, objective = 61
time: 1s, objective = 60
time: 1s, objective = 59
time: 1s, objective = 58
time: 1s, objective = 57
time: 1s, objective = 56
time: 1s, objective = 55
time: 2s, objective = 54
time: 2s, objective = 53
time: 2s, objective = 52
time: 2s, objective = 51
time: 4s, objective = 50
Found optimal solution with makespan 50 at time: 4s
