vars = 31367, values = 30901time: 247ms, objective = 47
time: 256ms, objective = 46
time: 261ms, objective = 45
time: 266ms, objective = 44
time: 270ms, objective = 43
time: 274ms, objective = 42
time: 279ms, objective = 41
time: 283ms, objective = 40
time: 287ms, objective = 39
time: 291ms, objective = 38
time: 296ms, objective = 37
time: 300ms, objective = 36
time: 303ms, objective = 35
time: 312ms, objective = 34
time: 319ms, objective = 33
time: 323ms, objective = 32
Found optimal solution with makespan 32 at time: 545ms
