vars = 32709, values = 32221time: 220ms, objective = 55
time: 230ms, objective = 52
time: 236ms, objective = 50
time: 242ms, objective = 49
time: 247ms, objective = 48
time: 256ms, objective = 47
time: 264ms, objective = 46
time: 268ms, objective = 45
time: 273ms, objective = 44
time: 279ms, objective = 43
time: 283ms, objective = 42
time: 287ms, objective = 41
time: 294ms, objective = 40
time: 351ms, objective = 39
time: 368ms, objective = 38
time: 400ms, objective = 37
time: 458ms, objective = 36
time: 478ms, objective = 35
time: 485ms, objective = 34
Found optimal solution with makespan 34 at time: 750ms
