vars = 30761, values = 30301time: 206ms, objective = 47
time: 215ms, objective = 45
time: 220ms, objective = 44
time: 224ms, objective = 43
time: 229ms, objective = 42
time: 232ms, objective = 41
time: 236ms, objective = 40
time: 240ms, objective = 39
time: 252ms, objective = 38
time: 255ms, objective = 37
time: 260ms, objective = 36
time: 265ms, objective = 35
time: 269ms, objective = 34
time: 277ms, objective = 33
time: 282ms, objective = 32
Found optimal solution with makespan 32 at time: 285ms
