vars = 30639, values = 30181time: 184ms, objective = 75
time: 196ms, objective = 73
time: 203ms, objective = 72
time: 210ms, objective = 71
time: 216ms, objective = 70
time: 222ms, objective = 69
time: 228ms, objective = 67
time: 234ms, objective = 65
time: 239ms, objective = 62
time: 248ms, objective = 61
time: 252ms, objective = 60
time: 259ms, objective = 59
time: 265ms, objective = 58
time: 269ms, objective = 56
time: 275ms, objective = 55
time: 284ms, objective = 54
time: 288ms, objective = 51
time: 291ms, objective = 50
time: 295ms, objective = 49
time: 299ms, objective = 48
time: 305ms, objective = 45
time: 312ms, objective = 44
time: 316ms, objective = 43
time: 320ms, objective = 41
time: 327ms, objective = 40
time: 331ms, objective = 39
time: 347ms, objective = 38
time: 351ms, objective = 36
time: 355ms, objective = 35
time: 361ms, objective = 34
time: 365ms, objective = 33
time: 368ms, objective = 32
time: 373ms, objective = 30
time: 378ms, objective = 29
time: 382ms, objective = 28
time: 386ms, objective = 27
time: 389ms, objective = 26
Found optimal solution with makespan 26 at time: 391ms
