vars = 32465, values = 31981time: 178ms, objective = 54
time: 186ms, objective = 53
time: 190ms, objective = 50
time: 194ms, objective = 48
time: 197ms, objective = 47
time: 200ms, objective = 46
time: 203ms, objective = 45
time: 207ms, objective = 44
time: 211ms, objective = 43
time: 214ms, objective = 42
time: 217ms, objective = 41
time: 221ms, objective = 40
time: 223ms, objective = 39
time: 227ms, objective = 38
time: 230ms, objective = 36
time: 232ms, objective = 35
time: 235ms, objective = 34
time: 237ms, objective = 33
Found optimal solution with makespan 33 at time: 238ms
