optimal, 31, 297ms

optimal, 25, 468ms

optimal, 27, 220ms

optimal, 34, 268ms

optimal, 30, 386ms

optimal, 27, 511ms

optimal, 31, 2s

optimal, 35, 1s

optimal, 26, 218ms

optimal, 32, 216ms

optimal, 26, 199ms

optimal, 32, 2s

optimal, 28, 212ms

optimal, 24, 198ms

optimal, 36, 221ms

optimal, 33, 204ms

optimal, 25, 231ms

optimal, 22, 203ms

optimal, 31, 194ms

optimal, 38, 195ms

optimal, 35, 201ms

optimal, 35, 188ms

optimal, 28, 213ms

optimal, 31, 205ms

optimal, 35, 177ms

optimal, 35, 190ms

optimal, 33, 206ms

optimal, 32, 198ms

optimal, 30, 181ms

optimal, 26, 207ms

optimal, 29, 260ms

optimal, 28, 944ms

optimal, 31, 245ms

optimal, 34, 184ms

optimal, 29, 1s

optimal, 25, 201ms

optimal, 34, 223ms

optimal, 27, 382ms

optimal, 28, 240ms

optimal, 22, 200ms

optimal, 37, 318ms

satisfiable, 42, 101s

optimal, 40, 20s

satisfiable, 41, 100s

optimal, 41, 33s

optimal, 38, 33s

optimal, 38, 13s

optimal, 41, 14s

optimal, 28, 1s

optimal, 30, 76s

optimal, 37, 194ms

optimal, 29, 241ms

optimal, 32, 584ms

optimal, 30, 3s

optimal, 34, 750ms

optimal, 26, 325ms

optimal, 29, 209ms

optimal, 34, 199ms

optimal, 41, 1s

optimal, 31, 240ms

optimal, 40, 202ms

optimal, 38, 190ms

optimal, 34, 908ms

optimal, 33, 200ms

optimal, 30, 207ms

optimal, 24, 920ms

optimal, 22, 222ms

optimal, 27, 208ms

optimal, 23, 200ms

optimal, 28, 238ms

optimal, 27, 223ms

optimal, 32, 205ms

optimal, 41, 2s

optimal, 23, 252ms

optimal, 19, 217ms

optimal, 30, 269ms

optimal, 30, 220ms

optimal, 22, 175ms

optimal, 25, 211ms

optimal, 24, 219ms

optimal, 34, 289ms

optimal, 26, 228ms

optimal, 26, 237ms

optimal, 33, 293ms

optimal, 39, 2s

optimal, 29, 211ms

optimal, 33, 210ms

optimal, 32, 202ms

