time: 218ms, objective = 249
time: 236ms, objective = 248
time: 244ms, objective = 247
time: 254ms, objective = 246
time: 264ms, objective = 244
time: 273ms, objective = 242
time: 281ms, objective = 240
time: 291ms, objective = 239
time: 301ms, objective = 238
time: 308ms, objective = 237
time: 315ms, objective = 235
time: 322ms, objective = 234
time: 329ms, objective = 232
time: 336ms, objective = 230
time: 344ms, objective = 229
time: 350ms, objective = 227
time: 358ms, objective = 225
time: 364ms, objective = 222
time: 371ms, objective = 221
time: 378ms, objective = 220
time: 384ms, objective = 219
time: 391ms, objective = 217
time: 398ms, objective = 216
time: 403ms, objective = 215
time: 410ms, objective = 213
time: 418ms, objective = 212
time: 434ms, objective = 211
time: 440ms, objective = 210
time: 447ms, objective = 209
time: 454ms, objective = 208
time: 461ms, objective = 206
time: 467ms, objective = 204
time: 473ms, objective = 201
time: 480ms, objective = 200
time: 485ms, objective = 199
time: 491ms, objective = 197
time: 497ms, objective = 196
time: 503ms, objective = 195
time: 510ms, objective = 193
time: 516ms, objective = 192
time: 522ms, objective = 190
time: 527ms, objective = 189
time: 533ms, objective = 187
time: 539ms, objective = 186
time: 544ms, objective = 185
time: 551ms, objective = 184
time: 557ms, objective = 182
time: 562ms, objective = 181
time: 568ms, objective = 180
time: 574ms, objective = 179
time: 582ms, objective = 178
time: 589ms, objective = 177
time: 596ms, objective = 176
time: 602ms, objective = 175
time: 608ms, objective = 174
time: 616ms, objective = 173
time: 623ms, objective = 172
time: 630ms, objective = 170
time: 637ms, objective = 168
time: 643ms, objective = 167
time: 649ms, objective = 165
time: 656ms, objective = 164
time: 662ms, objective = 161
time: 667ms, objective = 160
time: 673ms, objective = 159
time: 679ms, objective = 158
time: 686ms, objective = 157
time: 692ms, objective = 156
time: 700ms, objective = 155
time: 707ms, objective = 153
time: 713ms, objective = 150
time: 721ms, objective = 149
time: 727ms, objective = 148
time: 733ms, objective = 145
time: 741ms, objective = 144
time: 748ms, objective = 143
time: 755ms, objective = 142
time: 763ms, objective = 140
time: 769ms, objective = 139
time: 777ms, objective = 136
time: 784ms, objective = 135
time: 792ms, objective = 134
time: 799ms, objective = 133
time: 808ms, objective = 132
time: 814ms, objective = 131
time: 820ms, objective = 130
time: 828ms, objective = 127
time: 835ms, objective = 126
time: 841ms, objective = 125
time: 848ms, objective = 124
time: 854ms, objective = 123
time: 859ms, objective = 122
time: 864ms, objective = 118
time: 873ms, objective = 116
time: 881ms, objective = 114
time: 888ms, objective = 112
time: 893ms, objective = 111
time: 899ms, objective = 110
time: 905ms, objective = 109
time: 909ms, objective = 108
time: 914ms, objective = 107
time: 920ms, objective = 102
time: 926ms, objective = 101
time: 932ms, objective = 100
time: 938ms, objective = 98
time: 944ms, objective = 97
time: 949ms, objective = 96
time: 958ms, objective = 95
time: 963ms, objective = 93
time: 969ms, objective = 91
time: 976ms, objective = 90
time: 984ms, objective = 89
time: 990ms, objective = 88
time: 998ms, objective = 87
time: 1s, objective = 86
time: 1s, objective = 83
time: 1s, objective = 82
time: 1s, objective = 81
time: 1s, objective = 80
time: 1s, objective = 79
time: 1s, objective = 77
time: 1s, objective = 76
time: 1s, objective = 75
time: 1s, objective = 73
time: 1s, objective = 71
time: 1s, objective = 70
time: 1s, objective = 68
time: 1s, objective = 67
time: 1s, objective = 66
time: 1s, objective = 65
time: 1s, objective = 64
time: 1s, objective = 63
time: 1s, objective = 62
time: 1s, objective = 61
time: 1s, objective = 59
time: 1s, objective = 58
time: 1s, objective = 57
time: 1s, objective = 56
time: 1s, objective = 55
time: 1s, objective = 54
time: 1s, objective = 53
time: 1s, objective = 52
time: 1s, objective = 50
time: 1s, objective = 48
time: 1s, objective = 46
time: 1s, objective = 45
time: 1s, objective = 44
time: 1s, objective = 43
time: 1s, objective = 42
time: 1s, objective = 41
time: 1s, objective = 40
time: 1s, objective = 39
time: 1s, objective = 38
time: 1s, objective = 37
time: 1s, objective = 36
time: 1s, objective = 35
time: 1s, objective = 33
time: 1s, objective = 32
time: 1s, objective = 29
Found optimal solution with makespan 29 at time: 1s
