vars = 31367, values = 30901time: 174ms, objective = 46
time: 183ms, objective = 45
time: 187ms, objective = 44
time: 190ms, objective = 43
time: 193ms, objective = 42
time: 199ms, objective = 41
time: 202ms, objective = 40
time: 206ms, objective = 39
time: 209ms, objective = 38
time: 212ms, objective = 37
time: 215ms, objective = 36
time: 218ms, objective = 35
time: 221ms, objective = 34
time: 224ms, objective = 33
time: 227ms, objective = 32
time: 230ms, objective = 31
time: 233ms, objective = 30
time: 236ms, objective = 29
time: 239ms, objective = 28
Found optimal solution with makespan 28 at time: 240ms
