vars = 32465, values = 31981time: 191ms, objective = 243
time: 201ms, objective = 242
time: 216ms, objective = 241
time: 229ms, objective = 238
time: 249ms, objective = 237
time: 262ms, objective = 225
time: 283ms, objective = 224
time: 300ms, objective = 223
time: 312ms, objective = 222
time: 338ms, objective = 221
time: 355ms, objective = 220
time: 377ms, objective = 218
time: 391ms, objective = 217
time: 401ms, objective = 216
time: 419ms, objective = 215
time: 432ms, objective = 164
time: 447ms, objective = 161
time: 460ms, objective = 160
time: 476ms, objective = 128
time: 488ms, objective = 125
time: 506ms, objective = 123
time: 519ms, objective = 122
time: 530ms, objective = 120
time: 539ms, objective = 116
time: 550ms, objective = 115
time: 571ms, objective = 98
time: 584ms, objective = 97
time: 594ms, objective = 96
time: 608ms, objective = 94
time: 618ms, objective = 93
time: 629ms, objective = 91
time: 638ms, objective = 90
time: 648ms, objective = 86
time: 654ms, objective = 85
time: 662ms, objective = 69
time: 670ms, objective = 68
time: 677ms, objective = 66
time: 684ms, objective = 65
time: 691ms, objective = 60
time: 699ms, objective = 59
time: 706ms, objective = 58
time: 714ms, objective = 57
time: 721ms, objective = 52
time: 728ms, objective = 51
time: 733ms, objective = 49
time: 739ms, objective = 48
time: 745ms, objective = 45
time: 751ms, objective = 44
time: 756ms, objective = 43
time: 763ms, objective = 42
time: 768ms, objective = 38
time: 773ms, objective = 37
time: 778ms, objective = 36
time: 782ms, objective = 34
time: 787ms, objective = 32
time: 792ms, objective = 31
time: 798ms, objective = 29
time: 805ms, objective = 28
time: 811ms, objective = 27
Found optimal solution with makespan 27 at time: 815ms
