optimal, 31, 671ms

optimal, 25, 1s

optimal, 27, 1s

optimal, 34, 701ms

optimal, 30, 548ms

optimal, 27, 2s

optimal, 31, 1s

optimal, 35, 677ms

optimal, 26, 1s

optimal, 32, 840ms

optimal, 26, 1s

optimal, 32, 1s

optimal, 28, 1s

optimal, 24, 1s

optimal, 36, 932ms

optimal, 33, 1s

optimal, 25, 1s

optimal, 22, 1s

optimal, 31, 905ms

optimal, 38, 311ms

optimal, 35, 1s

optimal, 35, 941ms

optimal, 28, 821ms

optimal, 31, 228ms

optimal, 35, 858ms

optimal, 35, 262ms

optimal, 33, 1s

optimal, 32, 240ms

optimal, 30, 1s

optimal, 26, 1s

optimal, 29, 1s

optimal, 28, 221ms

optimal, 31, 1s

optimal, 34, 238ms

optimal, 29, 295ms

optimal, 25, 240ms

optimal, 34, 1s

optimal, 27, 1s

optimal, 28, 757ms

optimal, 22, 246ms

optimal, 37, 961ms

satisfiable, 43, 101s

optimal, 40, 20s

satisfiable, 41, 101s

optimal, 41, 58s

optimal, 38, 40s

optimal, 38, 10s

optimal, 41, 18s

optimal, 28, 753ms

optimal, 30, 86s

optimal, 37, 1s

optimal, 29, 1s

optimal, 32, 1s

optimal, 30, 2s

optimal, 34, 1s

optimal, 26, 842ms

optimal, 29, 889ms

optimal, 34, 239ms

optimal, 41, 834ms

optimal, 31, 1s

optimal, 40, 279ms

optimal, 38, 909ms

optimal, 34, 963ms

optimal, 33, 1s

optimal, 30, 253ms

optimal, 24, 1s

optimal, 22, 894ms

optimal, 27, 952ms

optimal, 23, 909ms

optimal, 28, 596ms

optimal, 27, 234ms

optimal, 32, 1s

optimal, 41, 1s

optimal, 23, 1s

optimal, 19, 933ms

optimal, 30, 1s

optimal, 30, 1s

optimal, 22, 239ms

optimal, 25, 231ms

optimal, 24, 233ms

optimal, 34, 1s

optimal, 26, 1s

optimal, 26, 1s

optimal, 33, 1s

optimal, 39, 773ms

optimal, 29, 831ms

optimal, 33, 726ms

optimal, 32, 1s

optimal, 31, 1s

optimal, 34, 772ms

optimal, 28, 1s

optimal, 33, 845ms

optimal, 33, 1s

optimal, 35, 900ms

optimal, 31, 273ms

optimal, 21, 997ms

optimal, 25, 226ms

optimal, 35, 1s

optimal, 18, 1s

optimal, 25, 1s

optimal, 35, 1s

optimal, 29, 243ms

optimal, 21, 238ms

optimal, 31, 239ms

optimal, 30, 906ms

optimal, 27, 207ms

optimal, 24, 911ms

optimal, 36, 225ms

optimal, 34, 259ms

optimal, 25, 920ms

optimal, 30, 225ms

optimal, 28, 250ms

optimal, 25, 278ms

optimal, 27, 221ms

optimal, 35, 260ms

optimal, 29, 262ms

optimal, 24, 228ms

optimal, 30, 244ms

