time: 222ms, objective = 172
time: 229ms, objective = 170
time: 234ms, objective = 169
time: 239ms, objective = 167
time: 244ms, objective = 165
time: 248ms, objective = 164
time: 253ms, objective = 161
time: 257ms, objective = 159
time: 261ms, objective = 158
time: 266ms, objective = 157
time: 270ms, objective = 156
time: 274ms, objective = 155
time: 279ms, objective = 153
time: 283ms, objective = 152
time: 287ms, objective = 151
time: 291ms, objective = 150
time: 296ms, objective = 149
time: 300ms, objective = 147
time: 304ms, objective = 145
time: 308ms, objective = 144
time: 313ms, objective = 142
time: 317ms, objective = 140
time: 321ms, objective = 137
time: 326ms, objective = 136
time: 330ms, objective = 132
time: 334ms, objective = 129
time: 350ms, objective = 128
time: 354ms, objective = 126
time: 359ms, objective = 123
time: 363ms, objective = 122
time: 367ms, objective = 121
time: 371ms, objective = 120
time: 375ms, objective = 119
time: 379ms, objective = 118
time: 383ms, objective = 117
time: 387ms, objective = 116
time: 391ms, objective = 114
time: 395ms, objective = 113
time: 399ms, objective = 112
time: 402ms, objective = 111
time: 407ms, objective = 110
time: 411ms, objective = 108
time: 415ms, objective = 105
time: 419ms, objective = 104
time: 422ms, objective = 101
time: 426ms, objective = 100
time: 430ms, objective = 97
time: 434ms, objective = 92
time: 438ms, objective = 91
time: 441ms, objective = 90
time: 445ms, objective = 88
time: 449ms, objective = 87
time: 452ms, objective = 85
time: 456ms, objective = 84
time: 459ms, objective = 83
time: 463ms, objective = 82
time: 466ms, objective = 77
time: 470ms, objective = 76
time: 473ms, objective = 73
time: 476ms, objective = 71
time: 480ms, objective = 69
time: 484ms, objective = 66
time: 487ms, objective = 65
time: 490ms, objective = 64
time: 493ms, objective = 63
time: 496ms, objective = 58
time: 500ms, objective = 57
time: 503ms, objective = 54
time: 506ms, objective = 53
time: 509ms, objective = 52
time: 512ms, objective = 51
time: 516ms, objective = 50
time: 521ms, objective = 49
time: 525ms, objective = 48
time: 529ms, objective = 46
time: 534ms, objective = 45
time: 538ms, objective = 44
time: 543ms, objective = 43
time: 568ms, objective = 42
time: 579ms, objective = 41
time: 798ms, objective = 40
time: 814ms, objective = 39
Found optimal solution with makespan 39 at time: 2s
