time: 245ms, objective = 243
time: 281ms, objective = 242
time: 291ms, objective = 241
time: 300ms, objective = 240
time: 308ms, objective = 238
time: 316ms, objective = 237
time: 325ms, objective = 236
time: 333ms, objective = 234
time: 341ms, objective = 233
time: 349ms, objective = 232
time: 359ms, objective = 230
time: 367ms, objective = 229
time: 376ms, objective = 228
time: 387ms, objective = 227
time: 394ms, objective = 226
time: 402ms, objective = 224
time: 410ms, objective = 223
time: 419ms, objective = 222
time: 426ms, objective = 221
time: 434ms, objective = 220
time: 441ms, objective = 219
time: 448ms, objective = 218
time: 457ms, objective = 217
time: 464ms, objective = 216
time: 473ms, objective = 214
time: 481ms, objective = 212
time: 501ms, objective = 211
time: 508ms, objective = 210
time: 517ms, objective = 207
time: 525ms, objective = 205
time: 533ms, objective = 204
time: 540ms, objective = 203
time: 548ms, objective = 201
time: 555ms, objective = 200
time: 562ms, objective = 199
time: 569ms, objective = 195
time: 578ms, objective = 194
time: 588ms, objective = 193
time: 595ms, objective = 192
time: 602ms, objective = 191
time: 610ms, objective = 190
time: 619ms, objective = 187
time: 627ms, objective = 185
time: 633ms, objective = 184
time: 640ms, objective = 183
time: 646ms, objective = 182
time: 655ms, objective = 181
time: 664ms, objective = 180
time: 672ms, objective = 179
time: 682ms, objective = 178
time: 689ms, objective = 177
time: 696ms, objective = 174
time: 703ms, objective = 173
time: 713ms, objective = 172
time: 721ms, objective = 171
time: 729ms, objective = 170
time: 735ms, objective = 169
time: 745ms, objective = 167
time: 755ms, objective = 165
time: 764ms, objective = 164
time: 772ms, objective = 163
time: 780ms, objective = 162
time: 789ms, objective = 161
time: 797ms, objective = 160
time: 803ms, objective = 159
time: 811ms, objective = 158
time: 821ms, objective = 156
time: 829ms, objective = 154
time: 836ms, objective = 151
time: 844ms, objective = 150
time: 852ms, objective = 149
time: 859ms, objective = 148
time: 865ms, objective = 146
time: 871ms, objective = 143
time: 877ms, objective = 142
time: 887ms, objective = 141
time: 895ms, objective = 140
time: 903ms, objective = 139
time: 911ms, objective = 138
time: 919ms, objective = 137
time: 929ms, objective = 136
time: 935ms, objective = 134
time: 943ms, objective = 133
time: 953ms, objective = 132
time: 961ms, objective = 131
time: 967ms, objective = 130
time: 973ms, objective = 128
time: 982ms, objective = 124
time: 993ms, objective = 123
time: 999ms, objective = 120
time: 1s, objective = 118
time: 1s, objective = 117
time: 1s, objective = 116
time: 1s, objective = 115
time: 1s, objective = 114
time: 1s, objective = 113
time: 1s, objective = 112
time: 1s, objective = 111
time: 1s, objective = 110
time: 1s, objective = 109
time: 1s, objective = 108
time: 1s, objective = 107
time: 1s, objective = 106
time: 1s, objective = 105
time: 1s, objective = 104
time: 1s, objective = 103
time: 1s, objective = 102
time: 1s, objective = 100
time: 1s, objective = 98
time: 1s, objective = 96
time: 1s, objective = 95
time: 1s, objective = 94
time: 1s, objective = 92
time: 1s, objective = 91
time: 1s, objective = 90
time: 1s, objective = 89
time: 1s, objective = 86
time: 1s, objective = 85
time: 1s, objective = 84
time: 1s, objective = 83
time: 1s, objective = 81
time: 1s, objective = 80
time: 1s, objective = 79
time: 1s, objective = 78
time: 1s, objective = 77
time: 1s, objective = 76
time: 1s, objective = 75
time: 1s, objective = 74
time: 1s, objective = 73
time: 1s, objective = 72
time: 1s, objective = 71
time: 1s, objective = 70
time: 1s, objective = 68
time: 1s, objective = 67
time: 1s, objective = 66
time: 1s, objective = 65
time: 1s, objective = 64
time: 1s, objective = 63
time: 1s, objective = 62
time: 1s, objective = 61
time: 1s, objective = 60
time: 2s, objective = 59
time: 2s, objective = 58
time: 2s, objective = 57
Found optimal solution with makespan 57 at time: 2s
