vars = 32225, values = 31741time: 218ms, objective = 39
time: 229ms, objective = 38
time: 236ms, objective = 37
time: 242ms, objective = 36
time: 247ms, objective = 35
time: 252ms, objective = 34
time: 258ms, objective = 33
time: 284ms, objective = 32
time: 292ms, objective = 31
time: 300ms, objective = 30
time: 304ms, objective = 29
time: 310ms, objective = 28
time: 315ms, objective = 27
time: 319ms, objective = 26
time: 327ms, objective = 25
time: 332ms, objective = 24
time: 346ms, objective = 23
time: 357ms, objective = 22
Found optimal solution with makespan 22 at time: 413ms
